node,name,rw_betweenness
720575940644733975,FB.384,0.005063
720575940608480836,FB.256,0.005049
720575940635990640,FB.LAL.1,0.005035
720575940628576250,FB.318,0.005015
720575940621975081,FB.358,0.005
720575940626485514,SMP.FB.16,0.004998
720575940632735584,FB.353,0.004998
720575940605480806,FB.136,0.004994
720575940620156795,FB.272,0.004991
720575940614530098,FB.371,0.004985
720575940629174012,FB.166,0.004976
720575940653346550,FB.450,0.004976
720575940614966214,FB.285,0.004963
720575940623784231,FB.264,0.004944
720575940613704615,FB.224,0.004935
720575940622461320,FB.386,0.004919
720575940638901875,FB.LAL.29,0.00491
720575940625637562,FB.263,0.004899
720575940620245926,FB.641,0.004895
720575940609604875,FB.MB_ML.10,0.004871
720575940627082500,FB.147,0.004865
720575940631366483,FB.310,0.004857
720575940620058537,FB.283,0.004851
720575940614337130,FB.695,0.004849
720575940635632023,FB.262,0.004848
720575940620919646,FB.165,0.00479
720575940631983277,FB.275,0.004786
720575940605104049,FB.330,0.004773
720575940630007237,SMP.FB.21,0.004757
720575940628523819,FB.206,0.00474
720575940611904997,FB.456,0.004724
720575940625750415,FB.413,0.004724
720575940630256402,FB.374,0.004721
720575940618133371,FB.297,0.004698
720575940628211244,FB.293,0.004696
720575940619067374,FB.404,0.004689
720575940622942868,FB.257,0.004681
720575940615326779,FB.273,0.004674
720575940629483735,FB.385,0.004656
720575940610919778,FB.154,0.004654
720575940626972090,FB.238,0.004644
720575940625301604,FB.270,0.004638
720575940634145436,FB.142,0.004634
720575940628067846,FB.303,0.004629
720575940608434883,FB.748,0.004626
720575940616813858,FB.MB_ML.8,0.004621
720575940616040148,FB.437,0.00462
720575940623084471,FB.370,0.004612
720575940603676844,FB.213,0.004591
720575940630025528,FB.316,0.004551
720575940628860476,FB.344,0.004539
720575940630179781,FB.222,0.004535
720575940618746491,FB.MB_ML.7,0.00449
720575940616377659,FB.261,0.004483
720575940612895650,FB.328,0.004473
720575940619668206,FB.423,0.004446
720575940639702435,FB.152,0.004442
720575940627241402,FB.252,0.004424
720575940623450382,FB.471,0.004423
720575940619489088,FB.587,0.004419
720575940637824189,SLP.FB.3,0.004409
720575940610877098,FB.220,0.004406
720575940607938517,FB.710,0.004406
720575940632402588,FB.459,0.004393
720575940621193864,FB.472,0.004351
720575940628809687,SMP.FB.6,0.004337
720575940628136809,FB.286,0.004333
720575940627740922,FB.245,0.00433
720575940636735198,FB.466,0.00432
720575940640008400,FB.428,0.004287
720575940631785441,FB.253,0.004277
720575940627935610,FB.430,0.004276
720575940621765313,FB.250,0.004258
720575940636914287,FB.761,0.004249
720575940623392949,FB.432,0.004249
720575940616968733,FB.284,0.004244
720575940625880472,FB.547,0.004241
720575940613606041,FB.246,0.004186
720575940639065472,FB.240,0.004185
720575940638006128,FB.312,0.004181
720575940613132178,FB.197,0.004167
720575940623855117,FB.149,0.004159
720575940653612790,FB.397,0.004154
720575940634788600,FB.193,0.004153
720575940615285919,FB.141,0.004153
720575940608413705,FB.173,0.004132
720575940630819599,FB.215,0.004131
720575940631025219,FB.524,0.004129
720575940622217654,FB.473,0.004126
720575940612851367,FB.309,0.004123
720575940613550495,FB.225,0.004094
720575940618787841,FB.419,0.004092
720575940604709920,FB.209,0.004084
