Id,Label,cell_class,nt_type,primary_type,side,super_class,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,closnesscentrality,betweenesscentrality,modularity_class
720575940629135378,FB.1149,CX,ACH,vDeltaA_a,right,central,10,9,19,60,96,156,0.289035,3080.923358,4
720575940604868286,FB.70,CX,ACH,hDeltaD,left,central,142,62,204,1957,933,2890,0.319666,46925.649285,4
720575940620080798,FB.1157,CX,GLUT,FB9B,right,central,10,7,17,82,86,168,0.279818,714.789292,4
720575940623861479,FB.167,CX,GLUT,FB1I,left,central,63,78,141,576,728,1304,0.360163,102679.546998,4
720575940624136489,FB.73,CX,ACH,hDeltaD,right,central,136,74,210,2016,1085,3101,0.313437,53029.789576,4
720575940625962152,FB.46,CX,ACH,hDeltaD,left,central,139,76,215,2072,1170,3242,0.319817,60759.872855,4
720575940628668610,FB.970,CX,GLUT,FB9A,right,central,6,21,27,34,196,230,0.278702,798.201592,4
720575940630773585,FB.74,CX,ACH,hDeltaD,left,central,131,64,195,1938,1097,3035,0.309371,29858.595021,4
720575940630894583,FB.1256,CX,GLUT,FB9B,left,central,8,8,16,68,81,149,0.292075,504.590542,4
720575940634655924,FB.1146,CX,GLUT,FB9C,right,central,7,12,19,64,152,216,0.277747,525.914163,4
720575940616323101,FB.941,CX,ACH,FC1A,left,central,13,17,30,148,145,293,0.297651,414.686043,1
720575940610161813,FB.1139,CX,ACH,FC1C,left,central,18,8,26,119,69,188,0.29086,871.660349,1
720575940612330154,FB.30,CX,GLUT,FB2D,left,central,139,121,260,1268,1485,2753,0.376137,53572.168389,1
720575940613829535,FB.LAL.42,CX,ACH,PFL1,right,central,37,1,38,450,1,451,0.245281,52.082964,1
720575940614026449,FB.25,CX,GLUT,FB2D,left,central,154,115,269,1467,1393,2860,0.370906,45783.607455,1
720575940616545793,FB.28,CX,GLUT,FB2D,right,central,137,123,260,1372,1489,2861,0.375509,43131.387106,1
720575940619067374,FB.404,CX,unknown,FB2B,right,central,61,64,125,992,517,1509,0.305179,1285.663704,1
720575940619141405,FB.810,CX,ACH,FC1A,left,central,20,23,43,214,190,404,0.31841,1191.21664,1
720575940620919646,FB.165,CX,GLUT,FB2B,left,central,75,85,160,1179,742,1921,0.309135,3634.897249,1
720575940623956813,FB.1029,CX,ACH,FC1C,left,central,10,16,26,66,154,220,0.342341,1092.169031,1
720575940625875402,FB.357,CX,DA,FB2A,right,central,61,56,117,529,464,993,0.343909,28160.975423,1
720575940630541416,FB.866,CX,ACH,FC1C,right,central,32,8,40,252,64,316,0.282116,1040.979233,1
720575940630591506,FB.638,CX,ACH,FC3,left,central,22,29,51,170,272,442,0.315978,2461.711787,1
720575940631426700,FB.786,CX,ACH,FC3,right,central,17,26,43,144,255,399,0.32195,2578.468827,1
720575940636938212,FB.199,CX,GLUT,FB2B,left,central,73,102,175,1154,904,2058,0.314166,3586.376846,1
720575940637745853,FB.878,CX,ACH,FC1C,right,central,25,8,33,195,75,270,0.290943,599.191993,1
720575940638302592,FB.1362,CX,SER,FB4F,left,central,5,7,12,33,52,85,0.266956,113.565586,1
720575940644615790,FB.CRE.22,CX,ACH,FC1C,right,central,25,2,27,195,14,209,0.269118,227.664286,1
720575940626612254,FB.86,CX,GLUT,FB7B,right,central,81,89,170,1125,1303,2428,0.317662,13438.164933,4
720575940603676844,FB.213,CX,GLUT,FB7L,left,central,43,59,102,384,669,1053,0.317562,3857.233749,4
720575940608745006,FB.796,CX,GLUT,FB8G,right,central,27,25,52,172,452,624,0.269799,1763.022612,4
720575940608982392,FB.1087,CX,unknown,vDeltaB,left,central,13,19,32,104,206,310,0.287273,1405.319537,4
720575940610069550,FB.329,CX,GLUT,FB8B,right,central,38,47,85,494,567,1061,0.30003,3893.30939,4
720575940610147790,FB.1015,CX,unknown,vDeltaC,left,central,18,19,37,134,173,307,0.278625,973.046266,4
720575940611211542,FB.947,CX,ACH,vDeltaC,right,central,18,21,39,176,214,390,0.284691,822.180244,2
720575940611679461,FB.1068,CX,ACH,vDeltaB,right,central,17,21,38,140,212,352,0.294323,1527.845636,4
720575940612131025,FB.960,CX,SER,vDeltaB,right,central,17,18,35,135,204,339,0.285694,417.684898,4
720575940612421101,FB.729,CX,GLUT,FB8G,right,central,21,38,59,140,465,605,0.297127,812.367041,4
720575940612760994,SMP.FB.20,CX,GLUT,FB7A,right,central,22,60,82,305,1064,1369,0.312279,1734.634707,4
720575940613151911,SMP.FB.32,CX,GLUT,FB8I,right,central,15,22,37,105,298,403,0.287355,162.933397,4
720575940613550495,FB.225,CX,GLUT,FB1I,right,central,75,53,128,786,444,1230,0.333553,35085.315791,4
720575940614736559,SMP.FB.18,CX,GLUT,FB7A,left,central,22,77,99,288,1044,1332,0.312038,982.226153,2
720575940616324386,FB.1065,CX,unknown,vDeltaB,left,central,15,15,30,128,173,301,0.282076,449.327365,4
720575940616511813,FB.409,CX,GLUT,FB7K,left,central,24,52,76,282,683,965,0.310081,1436.986197,4
720575940617077533,FB.517,CX,GLUT,FB8C,right,central,30,34,64,684,607,1291,0.296042,1604.494343,4
720575940617812273,SMP.FB.22,CX,GLUT,FB7A,right,central,20,48,68,224,722,946,0.299012,623.125646,4
720575940618050776,FB.1107,CX,SER,vDeltaB,right,central,17,16,33,125,196,321,0.283536,575.157933,4
720575940618388615,FB.831,CX,ACH,FC2C,right,central,32,10,42,354,68,422,0.301772,2825.656418,2
720575940618970606,FB.1136,CX,SER,vDeltaB,left,central,22,12,34,145,140,285,0.285533,547.913319,4
720575940619259271,FB.348,CX,GLUT,FB7D,left,central,60,36,96,669,400,1069,0.280826,3592.779383,2
720575940619584421,FB.347,CX,GLUT,FB7J,left,central,63,36,99,916,514,1430,0.301727,20804.215119,4
720575940619673222,FB.416,CX,GLUT,FB7K,left,central,25,60,85,266,787,1053,0.310604,2055.13312,4
720575940620327412,FB.153,CX,unknown,FB7H,left,central,86,66,152,999,736,1735,0.314361,14422.700667,4
720575940620350332,FB.976,CX,ACH,vDeltaB,right,central,17,20,37,163,244,407,0.291739,954.068021,4
720575940621019674,FB.81,CX,ACH,hDeltaE,right,central,131,59,190,2345,934,3279,0.307168,21870.72792,4
720575940621132253,FB.1062,CX,ACH,vDeltaB,right,central,14,19,33,136,193,329,0.287314,615.197174,4
720575940621139482,FB.64,CX,ACH,hDeltaD,right,central,135,70,205,1915,1117,3032,0.309088,66724.628314,4
720575940622651656,FB.396,CX,GLUT,FB8B,left,central,31,42,73,504,553,1057,0.333388,17082.67819,4
720575940623217132,FB.300,CX,GLUT,FB7L,left,central,37,50,87,344,830,1174,0.299365,1655.459367,4
720575940623242168,FB.115,CX,ACH,hDeltaE,right,central,126,51,177,2121,760,2881,0.320019,16248.079751,4
720575940623290603,FB.989,CX,unknown,vDeltaC,left,central,18,20,38,148,162,310,0.293385,998.571329,4
720575940623450382,FB.471,CX,GLUT,FB8A,right,central,20,48,68,167,629,796,0.299675,936.51295,4
720575940623536398,FB.277,CX,GLUT,FB6K,left,central,61,47,108,607,635,1242,0.310081,15910.651923,2
720575940624093884,FB.935,CX,unknown,vDeltaB,left,central,18,18,36,155,227,382,0.285413,1080.298697,4
720575940624381966,FB.75,CX,ACH,hDeltaE,right,central,129,57,186,2164,910,3074,0.310223,21273.957298,4
720575940625392650,FB.106,CX,ACH,hDeltaF,left,central,114,68,182,2140,661,2801,0.308008,13870.941262,2
720575940625667721,SMP.FB.19,CX,GLUT,FB6Z,right,central,32,63,95,365,913,1278,0.300474,707.50428,2
720575940625750415,FB.413,CX,GLUT,FB7J,right,central,55,33,88,768,442,1210,0.291236,9205.179028,4
720575940625816212,FB.874,CX,ACH,FC2C,right,central,35,6,41,387,44,431,0.297214,2064.48224,4
720575940626205702,FB.1098,CX,unknown,vDeltaB,right,central,11,15,26,82,170,252,0.289117,814.97035,4
720575940626343305,FB.105,CX,ACH,hDeltaE,left,central,124,54,178,2122,901,3023,0.30408,10574.253068,4
720575940626485514,SMP.FB.16,CX,GLUT,FB7A,right,central,17,96,113,231,1332,1563,0.315437,2573.483439,2
720575940626605211,FB.1028,CX,ACH,vDeltaB,right,central,15,18,33,119,217,336,0.288336,1113.588383,4
720575940626849301,FB.99,CX,ACH,hDeltaD,right,central,117,62,179,1846,1093,2939,0.304812,22669.384894,4
720575940627241402,FB.252,CX,GLUT,FB1I,left,central,68,61,129,690,529,1219,0.332132,25447.12456,4
720575940627669886,FB.972,CX,unknown,vDeltaB,left,central,16,21,37,147,233,380,0.289323,395.519368,4
720575940627675121,FB.102,CX,ACH,hDeltaE,right,central,132,53,185,2265,938,3203,0.302177,10674.483996,4
720575940628014441,SLP.FB.1,CX,GLUT,FB7A,left,central,23,50,73,262,1023,1285,0.308289,5144.784655,4
720575940628029378,FB.127,CX,ACH,hDeltaF,left,central,107,70,177,2120,683,2803,0.31199,12488.83385,2
720575940628104061,FB.449,CX,GLUT,FB8B,right,central,32,42,74,529,550,1079,0.303398,2485.794169,4
720575940628165019,FB.137,CX,GLUT,FB6G,left,central,43,122,165,553,1617,2170,0.324113,13940.731384,2
720575940628168458,FB.67,CX,ACH,hDeltaE,left,central,132,63,195,2353,964,3317,0.309891,20881.451996,4
720575940628621563,FB.341,CX,GLUT,FB7K,right,central,21,63,84,225,732,957,0.314556,1823.098611,4
720575940628809687,SMP.FB.6,CX,GLUT,FB7A,left,central,20,90,110,289,1186,1475,0.308759,1288.122223,4
720575940629506012,FB.111,CX,ACH,hDeltaD,left,central,122,55,177,2074,1097,3171,0.310842,31907.473784,4
720575940630007237,SMP.FB.21,CX,GLUT,FB7L,right,central,34,48,82,285,705,990,0.307494,1450.434425,4
720575940630398551,FB.1021,CX,SER,vDeltaA_b,left,central,15,16,31,115,162,277,0.287192,1702.677174,4
720575940630411311,FB.1046,CX,ACH,vDeltaB,left,central,15,20,35,108,199,307,0.288008,522.342072,4
720575940630671953,FB.161,CX,unknown,FB7H,right,central,84,68,152,1069,746,1815,0.280865,5258.506074,4
720575940630769612,FB.1073,CX,ACH,vDeltaB,right,central,15,17,32,99,174,273,0.290276,489.127553,4
720575940630840493,FB.43,CX,GLUT,FB6H,right,central,109,100,209,1383,1557,2940,0.325884,22430.669886,2
720575940630900983,FB.923,CX,GLUT,FB8G,left,central,23,25,48,153,512,665,0.287436,534.869222,4
720575940630979748,FB.953,CX,ACH,vDeltaC,left,central,15,21,36,122,222,344,0.295524,741.771845,4
720575940630980409,SMP.FB.3,CX,GLUT,FB6G,right,central,35,114,149,508,1517,2025,0.304309,8524.445607,2
720575940631619384,FB.83,CX,ACH,hDeltaD,right,central,143,55,198,1961,867,2828,0.315486,35714.161207,4
720575940632735584,FB.353,CX,GLUT,FB7L,right,central,50,59,109,372,602,974,0.308759,5047.454128,4
720575940633537823,FB.823,CX,GLUT,FB8G,left,central,27,30,57,206,501,707,0.30495,2656.291214,4
720575940633676479,FB.513,CX,GLUT,FB8C,left,central,29,37,66,557,558,1115,0.296605,7612.569575,4
720575940633936279,FB.512,CX,GLUT,FB8A,left,central,19,48,67,144,656,800,0.309466,1033.091064,4
720575940634419051,FB.110,CX,ACH,hDeltaE,left,central,120,64,184,1742,867,2609,0.312519,22353.385042,4
720575940634489592,FB.733,CX,ACH,FC2C,left,central,28,11,39,328,99,427,0.30043,2219.292098,2
720575940635640974,FB.232,CX,GLUT,FB7L,right,central,54,54,108,517,677,1194,0.308148,3771.575973,4
720575940635969758,FB.101,CX,ACH,hDeltaF,right,central,113,80,193,2594,978,3572,0.315585,22756.451623,2
720575940636143796,FB.1089,CX,unknown,vDeltaB,left,central,13,18,31,106,168,274,0.285493,372.701431,4
720575940636345707,FB.278,CX,GLUT,FB1I,right,central,61,60,121,564,497,1061,0.335152,27727.04867,4
720575940637242421,FB.392,CX,GLUT,FB7K,right,central,19,53,72,253,648,901,0.310794,1412.248836,4
720575940637303415,FB.109,CX,ACH,hDeltaE,left,central,124,49,173,2226,766,2992,0.312134,20555.966717,4
720575940637983814,FB.567,CX,ACH,FC2C,left,central,48,12,60,543,98,641,0.30092,4083.56528,4
720575940638709632,FB.299,CX,GLUT,FB7L,left,central,50,62,112,407,622,1029,0.309655,3682.611861,4
720575940640008400,FB.428,CX,GLUT,FB8C,left,central,30,37,67,758,700,1458,0.284691,8299.41243,4
720575940640589683,FB.446,CX,GLUT,FB8C,right,central,34,36,70,735,625,1360,0.295395,2821.443813,4
720575940645255476,FB.323,CX,GLUT,FB8B,right,central,34,52,86,508,685,1193,0.33868,21619.279324,4
720575940652083190,FB.426,CX,GLUT,FB8B,left,central,30,38,68,474,550,1024,0.3281,14179.331124,4
720575940653612790,FB.397,CX,SER,FB7J,left,central,48,38,86,703,429,1132,0.300385,13263.870026,4
720575940645273652,FB.1056,CX,GLUT,FB6U,right,central,5,19,24,31,201,232,0.303989,512.269922,2
720575940608014549,FB.995,CX,ACH,FS2,left,central,30,2,32,264,12,276,0.219824,207.804796,2
720575940616097093,FB.155,CX,ACH,hDeltaM,left,central,102,37,139,1886,584,2470,0.331047,7741.20798,0
720575940619715568,FB.122,CX,ACH,hDeltaL,right,central,109,52,161,1604,787,2391,0.297607,4496.143894,2
720575940620130032,FB.21,CX,GLUT,FB6A,left,central,99,153,252,1620,2866,4486,0.345786,21891.921277,2
720575940621193864,FB.472,CX,ACH,FC2C,right,central,50,13,63,659,137,796,0.301906,3875.569558,2
720575940622351999,FB.SMP.2,CX,ACH,FS2,right,central,32,3,35,266,18,284,0.234906,1187.798177,2
720575940624888880,FB.84,CX,ACH,hDeltaL,right,central,126,62,188,1984,845,2829,0.292328,10589.566126,2
720575940625415196,SMP.FB.25,CX,GLUT,FB5G,left,central,28,26,54,182,525,707,0.324268,1759.440556,0
720575940625787536,FB.35,CX,unknown,FB5H,left,central,96,99,195,1338,1070,2408,0.36801,31686.891093,0
720575940628194895,FB.1025,CX,ACH,FS2,right,central,28,3,31,227,18,245,0.234579,1045.498562,2
720575940632992922,FB.699,CX,ACH,FS2,right,central,33,8,41,338,47,385,0.251926,2116.442354,2
720575940635095452,FB.143,CX,ACH,hDeltaM,left,central,112,48,160,2244,699,2943,0.333279,9593.228038,0
720575940637238505,FB.123,CX,ACH,hDeltaM,right,central,104,49,153,2241,653,2894,0.329058,7372.080189,0
720575940638328765,FB.150,CX,ACH,hDeltaM,left,central,109,37,146,1997,605,2602,0.323337,7587.028808,0
720575940639782875,FB.SMP.13,CX,ACH,FS3,right,central,20,1,21,170,5,175,0.23105,200.411305,2
720575940643338020,FB.94,CX,ACH,hDeltaL,right,central,116,62,178,1807,850,2657,0.28711,6495.052435,2
720575940651284726,FB.103,CX,ACH,hDeltaM,left,central,122,54,176,2369,955,3324,0.326672,9089.5248,0
720575940616896581,FB.1209,CX,ACH,vDeltaL,right,central,8,4,12,68,35,103,0.263144,10.769256,3
720575940610894450,FB.78,CX,ACH,hDeltaA,left,central,153,39,192,2404,866,3270,0.303579,8876.327255,3
720575940628003739,FB.38,CX,ACH,hDeltaA,left,central,173,52,225,3037,1312,4349,0.31089,16645.994687,3
720575940631449411,FB.9,CX,GABA,FB4H,right,central,133,169,302,1237,3191,4428,0.315634,71875.89869,3
720575940632651219,FB.52,CX,ACH,hDeltaA,right,central,168,38,206,3180,1181,4361,0.302086,18397.992822,3
720575940619157595,FB.770,CX,ACH,FC1C,left,central,25,9,34,186,82,268,0.291236,88.46408,1
720575940609427246,FB.34,CX,GLUT,FB2D,left,central,141,105,246,1258,1370,2628,0.367877,44306.68831,1
720575940612585011,FB.893,CX,ACH,FC1C,left,central,30,6,36,239,35,274,0.285573,1243.718265,1
720575940616824118,FB.27,CX,GLUT,FB2D,right,central,151,106,257,1481,1377,2858,0.371109,51413.441339,1
720575940619200960,FB.208,CX,GLUT,FB2B_b,left,central,71,64,135,614,640,1254,0.324944,18113.736722,1
720575940625142936,FB.162,CX,GLUT,FB2B_b,right,central,81,91,172,705,896,1601,0.335985,25348.848178,1
720575940653018017,FB.963,CX,ACH,FS1A,right,central,27,3,30,215,24,239,0.278319,349.429467,1
720575940608278620,FB.7,CX,GLUT,FB6A_c,right,central,98,185,283,2367,2675,5042,0.37179,33956.940841,2
720575940604612832,FB.60,CX,ACH,hDeltaG,right,central,125,70,195,2428,1341,3769,0.301099,16390.860418,2
720575940606731529,FB.712,CX,SER,hDeltaK,right,central,28,15,43,578,549,1127,0.295395,724.81984,2
720575940607837707,FB.711,CX,SER,hDeltaK,left,central,29,18,47,509,575,1084,0.295481,469.077702,2
720575940607848649,FB.SMP.5,CX,ACH,FS2,right,central,33,2,35,294,11,305,0.246025,393.355149,2
720575940608208835,FB.37,CX,ACH,hDeltaG,right,central,135,80,215,2595,1470,4065,0.309797,20908.539438,0
720575940608328387,FB.226,CX,GLUT,FB6P,right,central,62,40,102,775,870,1645,0.317363,4108.954823,0
720575940608783452,FB.47,CX,GLUT,FB5I,left,central,85,144,229,1854,2633,4487,0.336823,16563.235582,0
720575940609375580,FB.4,CX,GABA,FB5A,left,central,141,261,402,2172,4689,6861,0.405806,113276.425408,0
720575940609774434,FB.1233,CX,SER,hDeltaK,left,central,16,17,33,184,212,396,0.31089,7436.781975,2
720575940610219715,FB.305,CX,GLUT,PFGs,right,central,78,15,93,1423,395,1818,0.295094,6713.532351,2
720575940610409957,FB.961,CX,ACH,FC3,left,central,20,19,39,130,181,311,0.298571,986.877468,1
720575940610980932,FB.8,CX,unknown,ExR3,left,central,92,119,211,1616,2027,3643,0.366944,128468.326178,2
720575940611117380,FB.1395,CX,unknown,hDeltaK,right,central,12,13,25,98,107,205,0.305593,184.3004,2
720575940611415449,FB.124,CX,ACH,hDeltaL,left,central,117,61,178,1779,702,2481,0.302222,7160.638352,2
720575940611963346,FB.237,CX,GLUT,FB6P,left,central,65,39,104,725,852,1577,0.321185,3334.365817,0
720575940612851367,FB.309,CX,ACH,hDeltaC,right,central,61,47,108,724,518,1242,0.304309,3489.218333,0
720575940612869269,EB.7,CX,GABA,ExR1,left,central,37,11,48,328,28,356,0.295481,19544.485965,4
720575940612973096,FB.794,CX,SER,hDeltaK,right,central,26,15,41,502,541,1043,0.299808,774.902619,2
720575940613250735,FB.SMP.7,CX,ACH,FS2,left,central,29,5,34,291,28,319,0.265106,1951.147067,2
720575940613606041,FB.246,CX,GLUT,FB5Y,right,central,40,83,123,350,1087,1437,0.322976,2551.109757,0
720575940614017534,FB.108,CX,ACH,hDeltaL,left,central,112,62,174,1794,925,2719,0.301951,5836.912419,2
720575940614018722,FB.279,CX,GLUT,FB6B,left,central,44,89,133,325,828,1153,0.31856,2403.991464,2
720575940614154786,FB.223,CX,ACH,hDeltaC,left,central,80,50,130,935,555,1490,0.319615,8444.63538,0
720575940614294175,FB.908,CX,ACH,FS2,left,central,33,3,36,289,18,307,0.222919,299.988351,2
720575940614298474,FB.533,CX,GABA,FB5B,right,central,12,48,60,116,601,717,0.29518,488.668537,0
720575940614298730,SMP.FB.26,CX,unknown,FB6Q,right,central,10,32,42,81,410,491,0.291445,281.113269,2
720575940614966214,FB.285,CX,ACH,hDeltaC,right,central,72,45,117,820,499,1319,0.305041,8557.692399,0
720575940615101747,EB.2,CX,unknown,ExR1,right,central,112,13,125,1933,46,1979,0.321695,118799.531498,4
720575940615687380,FB.628,CX,SER,hDeltaK,left,central,32,16,48,608,615,1223,0.295567,1424.27269,2
720575940615783097,FB.773,CX,SER,hDeltaK,left,central,25,15,40,447,506,953,0.295309,309.552884,2
720575940616040148,FB.437,CX,unknown,PFGs,left,central,67,17,84,903,274,1177,0.306517,6745.8274,2
720575940616103254,FB.772,CX,SER,hDeltaK,left,central,25,16,41,503,572,1075,0.295352,717.884647,2
720575940616617940,FB.113,CX,ACH,hDeltaF,right,central,103,75,178,2003,793,2796,0.307447,9303.226582,2
720575940616657989,FB.543,CX,ACH,FC2C,left,central,53,7,60,639,92,731,0.300207,2666.426622,2
720575940616856645,FB.607,CX,ACH,FC3,left,central,18,39,57,156,397,553,0.317662,3053.517507,0
720575940617433627,SMP.FB.4,CX,unknown,FB6C,left,central,17,97,114,113,987,1100,0.329433,1597.634664,0
720575940617494232,FB.265,CX,ACH,hDeltaC,left,central,59,59,118,742,694,1436,0.326672,8268.883513,0
720575940617600064,FB.562,CX,unknown,FC2C,right,central,40,13,53,533,141,674,0.300742,2774.410455,2
720575940617801675,FB.568,CX,ACH,FC3,right,central,30,26,56,244,255,499,0.315388,4856.317011,1
720575940617978526,FB.308,CX,GLUT,FB6K,right,central,54,47,101,493,755,1248,0.303262,7497.913717,2
720575940618407333,FB.591,CX,ACH,FC3,left,central,28,33,61,247,299,546,0.333169,3439.968844,1
720575940618694638,FB.361,CX,ACH,hDeltaC,right,central,55,51,106,698,554,1252,0.31816,3847.908278,0
720575940618928981,FB.744,CX,ACH,FS2,right,central,44,5,49,393,31,424,0.25848,310.521395,0
720575940619489088,FB.587,CX,SER,PFGs,left,central,60,16,76,870,314,1184,0.301951,4100.510705,2
720575940619544779,FB.1,CX,GABA,FB5A,right,central,141,255,396,2109,4439,6548,0.382886,86503.549229,0
720575940619574181,FB.251,CX,unknown,PFGs,left,central,94,15,109,1337,388,1725,0.295094,8605.715011,2
720575940620012020,FB.91,CX,ACH,hDeltaF,right,central,113,77,190,2348,902,3250,0.303807,13865.614174,2
720575940620058537,FB.283,CX,ACH,hDeltaC,left,central,72,43,115,838,531,1369,0.311942,6046.984044,0
720575940620159398,FB.76,CX,unknown,FB6E,right,central,52,145,197,897,2223,3120,0.334268,12051.514145,2
720575940620197441,FB.360,CX,unknown,PFGs,right,central,69,16,85,1222,455,1677,0.295137,8526.07094,2
720575940620223659,FB.187,CX,unknown,FB6M,left,central,29,62,91,314,780,1094,0.312086,5315.861819,2
720575940620417797,FB.336,CX,GLUT,FB6K,right,central,53,53,106,545,706,1251,0.300831,6141.808704,2
720575940620841310,FB.61,CX,ACH,hDeltaG,right,central,128,65,193,2489,1192,3681,0.310556,16539.709693,2
720575940620932813,FB.768,CX,unknown,hDeltaK,right,central,26,16,42,502,483,985,0.299852,1130.697017,2
720575940621347583,FB.415,CX,ACH,hDeltaC,right,central,56,41,97,645,480,1125,0.326514,8362.842579,0
720575940621360264,FB.SMP.3,CX,ACH,FS2,left,central,38,3,41,293,16,309,0.278549,5800.625981,2
720575940621825518,FB.501,CX,unknown,PFGs,right,central,54,19,73,858,305,1163,0.313147,11713.208205,2
720575940622132872,FB.207,CX,GABA,FB6M,left,central,26,66,92,310,1006,1316,0.305547,2445.545157,2
720575940622136129,FB.848,CX,unknown,hDeltaK,right,central,27,16,43,501,516,1017,0.298791,636.095858,2
720575940622217654,FB.473,CX,unknown,PFGs,right,central,60,18,78,1052,320,1372,0.308947,5587.167594,2
720575940622334699,FB.1030,CX,ACH,FS2,left,central,28,5,33,249,32,281,0.248133,69.811351,0
720575940622599679,FB.346,CX,unknown,FB6N,left,central,45,53,98,478,846,1324,0.301547,3489.591268,0
720575940622713638,FB.656,CX,ACH,FC2C,left,central,30,15,45,492,126,618,0.315781,5884.670827,2
720575940622811116,FB.258,CX,ACH,hDeltaC,left,central,72,44,116,878,518,1396,0.310651,5958.127558,0
720575940622815123,FB.420,CX,SER,PFGs,right,central,74,21,95,928,272,1200,0.306425,10621.05919,2
720575940622899453,FB.722,CX,SER,hDeltaK,right,central,29,20,49,521,576,1097,0.304537,1319.147499,2
720575940622941447,SMP.FB.23,CX,GLUT,FB5G,right,central,30,33,63,188,612,800,0.315781,922.524807,0
720575940623004711,FB.126,CX,ACH,hDeltaF,left,central,111,72,183,2424,912,3336,0.315585,22116.486491,2
720575940623062453,FB.SMP.19,CX,ACH,FS2,right,central,14,2,16,110,11,121,0.234525,117.923211,2
720575940623084471,FB.370,CX,unknown,PFGs,left,central,67,18,85,934,306,1240,0.304858,4566.867125,2
720575940623154407,FB.826,CX,unknown,hDeltaK,left,central,24,13,37,498,493,991,0.295008,348.140918,2
720575940623392949,FB.432,CX,unknown,PFGs,left,central,62,17,79,953,275,1228,0.305916,4082.819388,2
720575940623488551,FB.SMP.15,CX,ACH,FS2,left,central,15,1,16,115,8,123,0.218145,15.603028,2
720575940623649097,FB.33,CX,GLUT,FB5I,right,central,92,151,243,1906,2862,4768,0.341188,25813.024589,0
720575940623781268,FB.414,CX,ACH,hDeltaC,right,central,59,36,95,755,426,1181,0.308947,3455.06323,0
720575940623801125,FB.741,CX,SER,hDeltaK,left,central,28,17,45,469,536,1005,0.297083,615.281429,2
720575940624065038,FB.539,CX,GLUT,FB6,right,central,42,26,68,448,305,753,0.269011,533.788181,2
720575940624073452,FB.172,CX,GLUT,FB5Y,right,central,36,84,120,337,1172,1509,0.327147,1968.909028,0
720575940624215245,FB.260,CX,ACH,hDeltaC,right,central,72,54,126,850,593,1443,0.321542,7417.82682,0
720575940624222014,FB.670,CX,SER,hDeltaK,left,central,26,16,42,482,479,961,0.295395,386.947137,2
720575940624290232,FB.17,CX,unknown,FB6A,right,central,95,156,251,1796,2901,4697,0.343618,20505.567536,2
720575940625698279,FB.54,CX,GLUT,FB6D,right,central,83,121,204,1409,1494,2903,0.348402,15887.763318,2
720575940625721331,FB.715,CX,unknown,hDeltaK,right,central,28,17,45,571,584,1155,0.298835,605.724009,2
720575940625850938,FB.114,CX,ACH,hDeltaF,left,central,106,80,186,2390,934,3324,0.322874,21899.287746,2
720575940625864581,FB.SMP.10,CX,ACH,FS2,right,central,20,2,22,161,10,171,0.237104,2302.468358,2
720575940625902823,FB.268,CX,unknown,PFGs,right,central,87,21,108,1443,483,1926,0.296345,5978.956092,2
720575940625925898,FB.CRE.66,CX,ACH,FS2,right,central,17,1,18,138,6,144,0.231843,55.450249,2
720575940625969064,FB.974,CX,ACH,FC3,left,central,16,18,34,114,191,305,0.293343,676.979648,1
720575940626371898,FB.842,CX,SER,hDeltaK,left,central,26,14,40,429,488,917,0.303307,2438.459636,2
720575940626533714,FB.669,CX,ACH,FC2C,left,central,31,10,41,388,83,471,0.314849,7545.724155,2
720575940626778217,FB.790,CX,ACH,FS2,right,central,37,3,40,371,24,395,0.247467,140.163654,2
720575940627033875,FB.375,CX,GLUT,PFGs,left,central,78,15,93,1407,509,1916,0.295094,6588.95842,2
720575940627194267,FB.304,CX,GLUT,FB7G,right,central,36,61,97,245,706,951,0.308148,3133.007977,2
720575940627228328,FB.789,CX,SER,hDeltaK,left,central,30,15,45,468,458,926,0.295309,719.847425,2
720575940627264062,SMP.FB.1,CX,DA,ExR3,right,central,97,112,209,1687,2185,3872,0.361641,152797.744515,2
720575940627782014,FB.132,CX,ACH,hDeltaF,right,central,103,75,178,1858,767,2625,0.30661,11946.646325,2
720575940627807994,FB.112,CX,ACH,hDeltaL,left,central,114,56,170,1573,723,2296,0.301502,5130.742077,2
720575940628206391,FB.515,CX,ACH,FC3,left,central,30,40,70,263,545,808,0.331751,4472.694134,0
720575940628211244,FB.293,CX,ACH,hDeltaC,left,central,62,46,108,755,578,1333,0.314312,5644.196167,0
720575940628219479,FB.292,CX,ACH,hDeltaC,right,central,57,46,103,709,524,1233,0.321848,6501.875041,2
720575940628527247,FB.12,CX,GLUT,FB6A_c,left,central,95,174,269,2465,2447,4912,0.362677,28566.995055,2
720575940628576250,FB.318,CX,unknown,PFGs,right,central,79,20,99,1293,427,1720,0.295309,5745.783501,2
720575940628628987,FB.203,CX,GLUT,FB5J,left,central,62,52,114,681,567,1248,0.31199,4375.214417,0
720575940628793982,FB.3,CX,GABA,FB5A,left,central,139,261,400,1925,4558,6483,0.406946,125159.12372,0
720575940628907524,FB.255,CX,ACH,hDeltaC,right,central,75,49,124,844,572,1416,0.320069,7827.570092,0
720575940628940994,SMP.FB.24,CX,GLUT,FB5G,right,central,24,35,59,137,520,657,0.327781,1940.108361,0
