Id,Label,cell_class,nt_type,primary_type,side,super_class,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,closnesscentrality,betweenesscentrality,modularity_class
720575940615889638,FB.662,CX,ACH,FC3,left,central,26,30,56,211,270,481,0.325361,2315.687287,1
720575940616885824,FB.LAL.44,CX,ACH,PFL1,right,central,33,1,34,397,1,398,0.245281,380.958428,1
720575940619327041,FB.922,CX,ACH,FC1C,right,central,24,13,37,185,137,322,0.298571,688.959175,1
720575940625437706,FB.905,CX,ACH,FC1C,left,central,24,9,33,183,68,251,0.291194,1160.843187,1
720575940628999929,FB.753,CX,ACH,FC3,left,central,20,27,47,172,263,435,0.324164,2082.117571,1
720575940629606475,FB.LAL.37,CX,ACH,PFL1,right,central,35,2,37,519,2,521,0.251926,228.273891,1
720575940629860683,FB.801,CX,ACH,FC3,left,central,25,30,55,190,277,467,0.309939,1693.907164,1
720575940630941783,FB.373,CX,GLUT,FB2H_b,left,central,27,57,84,208,458,666,0.328578,1276.070169,1
720575940637477565,FB.798,CX,ACH,FC3,left,central,16,25,41,93,251,344,0.303443,1258.645026,0
720575940643922724,FB.555,CX,ACH,FC3,right,central,32,34,66,259,362,621,0.311463,2880.783934,1
720575940631724717,NO.211,CX,unknown,PFNp,right,central,1,2,3,5,7,12,0.243835,2108.708509,3
720575940626859599,FB.1242,CX,ACH,vDeltaK,right,central,13,9,22,107,82,189,0.275146,1254.297508,3
720575940638845648,NO.128,CX,ACH,PFNp,right,central,1,8,9,2,38,40,0.306332,1527.99843,0
720575940619469488,NO.66,CX,ACH,PFNm,left,central,5,12,17,19,81,100,0.289737,2297.08643,2
720575940610268366,FB.816,CX,ACH,vDeltaD,right,central,23,22,45,256,269,525,0.278358,851.940952,2
720575940614738956,FB.448,CX,ACH,FC2B,left,central,59,9,68,825,107,932,0.303171,1310.754653,2
720575940619087013,NO.110,CX,ACH,PFNm,left,central,4,14,18,21,90,111,0.314117,415.719537,0
720575940629331663,FB.514,CX,ACH,FC2C,left,central,52,12,64,608,126,734,0.301413,2700.597575,2
720575940630410321,NO.173,CX,DA,PFNp,left,central,1,1,2,6,8,14,0.241424,2.965268,0
720575940634036159,NO.63,CX,ACH,PFNm,left,central,9,17,26,84,112,196,0.305547,3306.211664,4
720575940602920364,FB.545,CX,ACH,hDeltaJ,left,central,41,25,66,422,421,843,0.323492,850.305842,0
720575940616330267,FB.491,CX,ACH,hDeltaJ,right,central,41,33,74,456,591,1047,0.332731,1508.935671,0
720575940621515391,FB.MB_ML.6,CX,unknown,PFR,right,central,59,18,77,1385,287,1672,0.308148,2117.409988,3
720575940626429383,FB.624,CX,ACH,hDeltaJ,left,central,36,24,60,346,392,738,0.322668,634.215255,0
720575940630892344,FB.622,CX,ACH,hDeltaJ,left,central,41,25,66,365,433,798,0.32954,1381.159283,0
720575940636702174,FB.714,CX,ACH,hDeltaJ,right,central,33,24,57,280,376,656,0.323957,1326.344993,0
720575940639468789,FB.584,CX,ACH,hDeltaJ,right,central,40,28,68,380,427,807,0.330507,1100.396428,0
720575940626449082,GA.PB.2,CX,ACH,EPG,right,central,1,2,3,1,4,5,0.295137,1290.022668,1
720575940619006272,EB.355,CX,ACH,EPG,right,central,3,3,6,5,3,8,0.247346,4610.589636,3
720575940638278333,SMP.FB.10,CX,GLUT,FB6C,right,central,24,90,114,216,1135,1351,0.306564,271.887277,2
720575940604349630,FB.458,CX,unknown,FB6R,right,central,22,58,80,151,591,742,0.301996,1027.361396,2
720575940609079854,SMP.FB.15,CX,GLUT,FB6C,left,central,20,76,96,166,810,976,0.321236,524.838797,2
720575940613982514,FB.120,CX,GLUT,FB6F,left,central,29,127,156,298,2272,2570,0.338737,2335.845857,2
720575940616967508,FB.447,CX,ACH,FC2C,right,central,67,8,75,918,98,1016,0.300252,2313.835223,2
720575940618945985,SMP.FB.13,CX,unknown,FB6C,left,central,22,88,110,246,1139,1385,0.312616,391.483744,2
720575940624307658,SMP.FB.8,CX,GLUT,FB6C,left,central,29,99,128,286,1195,1481,0.326409,2813.994845,2
720575940626140420,SMP.FB.2,CX,GLUT,FB6F,right,central,25,129,154,298,2368,2666,0.334103,1548.556824,2
720575940626753935,SMP.FB.14,CX,unknown,FB6C,left,central,24,89,113,195,841,1036,0.311702,655.159365,2
720575940627227654,SMP.FB.7,CX,GLUT,FB6C,right,central,23,88,111,225,1123,1348,0.307447,557.021693,2
720575940631839827,SMP.FB.9,CX,GLUT,FB6I,left,central,50,79,129,465,1139,1604,0.302131,2092.6258,2
720575940636381673,SMP.FB.11,CX,GLUT,FB6I,right,central,37,81,118,411,1195,1606,0.312567,1538.5873,2
720575940620032123,FB.11,CX,ACH,FB5AB,right,central,29,234,263,834,4064,4898,0.372542,27988.039049,0
720575940624940336,FB.559,CX,ACH,hDeltaJ,right,central,36,26,62,357,459,816,0.329808,1934.550957,0
720575940606198473,CRE.FB.24,CX,GLUT,FB4R,left,central,11,37,48,89,690,779,0.320272,3343.683285,3
720575940614230499,FB.117,CX,ACH,hDeltaB,right,central,54,116,170,2327,3622,5949,0.359525,10730.202628,3
720575940617784118,FB.159,CX,ACH,hDeltaB,left,central,50,99,149,1780,2491,4271,0.363327,8966.769142,3
720575940620317564,CRE.FB.27,CX,GLUT,FB4R,right,central,11,32,43,98,580,678,0.320474,4968.398451,3
720575940625680784,CRE.FB.34,CX,GLUT,FB4R,left,central,9,34,43,68,505,573,0.333114,3659.693738,3
720575940627899900,FB.158,CX,ACH,hDeltaB,left,central,56,88,144,2254,3033,5287,0.364765,17754.237167,3
720575940630941994,FB.148,CX,ACH,hDeltaB,left,central,53,99,152,1669,2351,4020,0.359525,11907.159403,3
720575940636923108,FB.95,CX,ACH,hDeltaB,right,central,48,124,172,2208,3726,5934,0.381517,36968.386154,3
720575940606436384,FB.538,CX,GLUT,FB4Z,right,central,36,29,65,770,340,1110,0.292623,896.444605,3
720575940608185986,FB.839,CX,unknown,FB4Z,right,central,28,16,44,431,152,583,0.276384,142.242425,3
720575940614837222,FB.1261,CX,ACH,vDeltaK,left,central,11,8,19,118,75,193,0.285815,320.558555,3
720575940616819345,FB.342,CX,GLUT,FB4Z,left,central,54,40,94,724,466,1190,0.286583,3035.838078,3
720575940618745424,FB.379,CX,GLUT,FB4Z,right,central,47,35,82,744,493,1237,0.295352,3365.385215,3
720575940618995541,FB.481,CX,GLUT,FB4Z,left,central,45,31,76,898,444,1342,0.295869,1700.648471,3
720575940619322221,FB.474,CX,GLUT,FB4Z,left,central,46,27,73,857,424,1281,0.295051,1264.625161,3
720575940620129694,FB.454,CX,GLUT,FB4Z,right,central,51,32,83,924,433,1357,0.30299,2106.855971,3
720575940621355034,FB.605,CX,unknown,FB4Z,right,central,36,30,66,387,295,682,0.298835,1264.49492,3
720575940622610726,FB.626,CX,unknown,FB4Z,left,central,34,16,50,619,192,811,0.280282,131.816282,3
720575940626315207,PB.17,CX,ACH,EPG,left,central,6,7,13,67,46,113,0.291655,4027.784919,3
720575940628386942,FB.578,CX,unknown,FB4Z,left,central,38,18,56,393,175,568,0.292286,506.761105,3
720575940637066352,FB.620,CX,GLUT,FB4Z,right,central,36,15,51,619,200,819,0.278702,144.28415,3
720575940637804915,FB.451,CX,GLUT,FB4Z,left,central,48,29,77,830,375,1205,0.296388,1672.886714,3
720575940642860192,FB.523,CX,GLUT,FB4Z,right,central,40,33,73,489,311,800,0.277747,807.228294,3
720575940644492055,FB.332,CX,GLUT,FB4Z,left,central,57,41,98,1007,539,1546,0.294622,2767.607367,3
720575940632216289,NO.FB.97,CX,ACH,PFNp,right,central,2,2,4,11,12,23,0.242871,4.426739,4
720575940614530098,FB.371,CX,ACH,FC2B,right,central,78,11,89,937,140,1077,0.338454,15447.74044,2
720575940622943731,FB.561,CX,ACH,FC2B,left,central,57,8,65,633,87,720,0.30408,1031.161348,2
720575940608370866,FB.243,CX,ACH,hDeltaI,left,central,88,26,114,1189,324,1513,0.331209,11859.93481,3
720575940611091780,FB.417,CX,ACH,hDeltaI,left,central,56,33,89,766,480,1246,0.332241,9236.897461,3
720575940620007589,FB.1133,CX,ACH,vDeltaM,right,central,9,9,18,149,94,243,0.272117,118.793642,3
720575940621585446,FB.1252,CX,ACH,vDeltaM,left,central,11,5,16,105,46,151,0.265418,122.879268,3
720575940632097965,FB.290,CX,ACH,hDeltaI,left,central,74,22,96,892,205,1097,0.319414,7976.543902,3
720575940631626491,CRE.71,CX,ACH,ExR7,right,central,1,16,17,1,97,98,0.347148,87.299769,4
720575940621268830,EB.FB.3,CX,GLUT,ExR5,right,central,19,154,173,110,1396,1506,0.418111,63131.379863,3
720575940632742099,EB.FB.4,CX,GLUT,ExR5,right,central,24,140,164,103,1259,1362,0.420104,126173.3973,1
720575940645057828,EB.107,CX,ACH,ExR7,right,central,6,19,25,13,178,191,0.353505,23085.036884,4
720575940650785401,EB.174,CX,unknown,ExR7,left,central,3,14,17,4,97,101,0.333224,1262.111302,4
720575940622746365,FB.1156,CX,unknown,vDeltaA_b,right,central,11,14,25,76,126,202,0.279432,1251.800907,4
720575940616811584,FB.726,CX,GLUT,FB8G,right,central,18,24,42,136,434,570,0.274401,1626.277149,4
720575940635395429,FB.913,CX,GLUT,FB8I,right,central,11,23,34,89,267,356,0.299852,3006.989366,4
720575940621861637,MB_PED.1,DAN,DA,PAM09,right,central,1,1,2,5,5,10,0.238611,4.757812,2
720575940630479631,FB.1343,CX,ACH,vDeltaL,right,central,6,4,10,47,41,88,0.25924,12.827479,3
720575940604798910,FB.780,CX,GLUT,FB8G,left,central,18,27,45,140,514,654,0.287681,875.023999,4
720575940625029925,FB.1153,CX,unknown,vDeltaA_b,right,central,10,14,24,88,120,208,0.292792,1207.57096,4
720575940626090782,FB.767,CX,GLUT,FB8G,right,central,23,26,49,161,448,609,0.271935,924.355657,4
720575940627342211,FB.864,CX,GLUT,FB8E,left,central,11,29,40,69,483,552,0.301413,6995.33873,4
720575940620059425,FB.1257,CX,ACH,vDeltaA_a,right,central,7,9,16,50,107,157,0.262633,1051.701531,4
720575940623902307,FB.867,CX,GLUT,FB8E,right,central,6,31,37,36,509,545,0.301144,2381.28098,4
720575940638305853,FB.965,CX,GLUT,FB8A,right,central,7,18,25,36,312,348,0.299985,2204.748715,4
720575940617787550,FB.873,CX,ACH,FC2C,left,central,31,9,40,390,72,462,0.299056,2245.482274,4
720575940632735545,FB.378,CX,GLUT,FB5G,left,central,41,31,72,283,729,1012,0.315486,924.65044,0
720575940619296365,EB.42,CX,ACH,EPG,left,central,3,4,7,3,5,8,0.274475,4244.216187,3
720575940621076144,FB.MB_ML.17,CX,ACH,PFGs,left,central,24,8,32,288,64,352,0.293428,5035.330171,3
720575940632614295,EB.35,CX,ACH,EPG,left,central,2,1,3,3,1,4,0.227013,4.575629,3
720575940625733909,FB.1245,CX,ACH,vDeltaL,right,central,9,7,16,83,72,155,0.273808,366.641768,3
720575940629758762,NO.FB.32,CX,ACH,PFNd,left,central,9,30,39,89,615,704,0.321491,27.354261,3
720575940613754527,PB.FB.1,CX,ACH,PFNd,left,central,17,42,59,214,964,1178,0.332186,220.337338,3
720575940618198977,NO.FB.18,CX,ACH,PFNd,right,central,20,40,60,204,1055,1259,0.345198,425.252452,3
720575940638542424,NO.FB.28,CX,ACH,PFNd,left,central,8,32,40,71,540,611,0.326777,63.705595,3
720575940639590528,NO.FB.26,CX,ACH,PFNd,left,central,10,33,43,106,661,767,0.332186,33.771538,3
720575940616231252,FB.812,CX,ACH,vDeltaE,left,central,22,20,42,258,278,536,0.276384,377.488776,0
720575940618177739,FB.757,CX,unknown,FC2C,right,central,34,12,46,435,121,556,0.30472,2403.34172,2
720575940623498476,NO.132,CX,ACH,PFNm,left,central,5,8,13,27,42,69,0.281411,765.802804,4
720575940628207951,FB.971,CX,ACH,vDeltaD,left,central,18,16,34,155,180,335,0.273993,473.159241,2
720575940638494416,NO.69,CX,ACH,PFNm,left,central,3,12,15,7,59,66,0.313195,2632.119201,0
720575940604481760,FB.205,CX,GLUT,FB4P_a,left,central,62,53,115,614,672,1286,0.318911,6358.767866,3
720575940619866759,FB.211,CX,GLUT,FB4P_a,left,central,56,55,111,545,752,1297,0.316768,5703.699065,3
720575940623018983,FB.527,CX,unknown,FB4E,right,central,13,33,46,129,363,492,0.301368,459.971673,3
720575940624383892,FB.171,CX,GLUT,FB4P_a,right,central,53,54,107,591,761,1352,0.333005,9019.474644,3
720575940628812548,FB.1236,CX,GABA,FB4E,right,central,3,6,9,20,63,83,0.282587,13.037346,3
720575940634288595,FB.799,CX,GABA,FB4E,right,central,9,24,33,82,271,353,0.299852,358.138841,3
720575940634407520,FB.200,CX,SER,FB4Y,right,central,52,64,116,384,467,851,0.330777,15037.109867,3
720575940638890192,FB.1218,CX,ACH,vDeltaK,right,central,12,8,20,97,94,191,0.27552,282.837823,3
720575940648742777,FB.439,CX,unknown,FB4E,left,central,32,38,70,249,637,886,0.304035,1446.001166,3
720575940654697377,FB.619,CX,unknown,FB4E,left,central,17,26,43,153,288,441,0.297957,336.020289,3
720575940654856353,FB.566,CX,unknown,FB4E,left,central,17,32,49,154,426,580,0.30101,427.872417,3
720575940616586077,FB.891,CX,ACH,vDeltaC,left,central,20,19,39,171,215,386,0.282273,375.753895,2
720575940634575711,NO_CONS.2567,CX,unknown,vDeltaA_b,left,central,1,5,6,9,49,58,0.25924,0,4
720575940642476448,FB.125,CX,GLUT,FB7B,left,central,90,94,184,1121,1199,2320,0.319012,24407.707083,4
720575940637344613,FB.903,CX,ACH,FC1C,left,central,25,7,32,195,54,249,0.280787,758.914312,1
720575940613152175,CRE.FB.9,CX,GLUT,FB5V,right,central,15,56,71,119,774,893,0.325152,1308.431081,3
720575940622016169,CRE.FB.2,CX,GLUT,FB5V,right,central,14,65,79,101,722,823,0.325832,1306.735508,3
720575940640785267,NO.FB.31,CX,ACH,PFNd,right,central,8,26,34,74,560,634,0.317911,7.545514,3
720575940604074174,FB.600,CX,GLUT,FB7G,left,central,30,40,70,213,374,587,0.300653,1351.704936,2
720575940612012566,SMP.FB.41,CX,GLUT,FB8I,left,central,9,21,30,56,225,281,0.292243,746.644777,4
720575940619615936,FB.499,CX,GLUT,FB7G,right,central,31,41,72,302,423,725,0.296388,2246.434018,4
720575940628716360,FB.391,CX,GLUT,FB7G,right,central,35,55,90,272,515,787,0.302718,2780.650215,2
720575940617828731,NO.EB.3,CX,ACH,PEN_b/PEN2,left,central,3,7,10,3,30,33,0.291403,8491.974001,3
720575940624483216,FB.885,CX,ACH,FC1A,left,central,15,29,44,165,227,392,0.310461,930.811181,1
720575940614515398,FB.495,CX,ACH,FC3,right,central,36,32,68,287,283,570,0.326304,3962.58387,1
720575940622709065,FB.990,CX,ACH,FC1D,right,central,12,13,25,79,138,217,0.30661,221.335747,1
720575940623279357,FB.550,CX,ACH,FC3,right,central,23,39,62,232,378,610,0.319767,2982.752331,1
720575940624861017,FB.1039,CX,ACH,FC1C,left,central,14,10,24,84,71,155,0.290609,81.703328,1
720575940626646790,FB.1027,CX,ACH,FC1D,left,central,11,13,24,70,146,216,0.295438,204.25752,1
720575940627929722,FB.754,CX,ACH,FC3,left,central,22,26,48,202,239,441,0.303716,1489.863223,1
720575940628639735,FB.1075,CX,ACH,FC1C,left,central,12,10,22,75,77,152,0.292961,126.513676,1
720575940636330729,FB.998,CX,ACH,FC1C,right,central,20,7,27,145,56,201,0.281959,882.544183,1
720575940611210866,FB.1033,CX,ACH,FS2,right,central,26,1,27,263,6,269,0.232135,20.271003,2
720575940627426919,FB.840,CX,ACH,FS2,left,central,40,1,41,383,11,394,0.231446,45.00468,2
720575940645203235,FB.SMP.12,CX,ACH,FS3,left,central,15,1,16,149,6,155,0.233552,4.240746,2
720575940618306469,EB.192,CX,GABA,ER3w,right,central,3,1,4,112,1,113,0.228446,7.736729,4
720575940626363654,EB.158,CX,GABA,ER3w,right,central,4,2,6,68,3,71,0.296042,3297.130763,4
720575940614773032,FB.608,CX,GLUT,FB7E,left,central,20,32,52,141,458,599,0.278396,367.517846,2
720575940629424202,FB.590,CX,GLUT,FB8G,left,central,25,35,60,170,474,644,0.295137,887.192526,4
720575940648482425,FB.594,CX,GLUT,FB7E,right,central,16,29,45,124,380,504,0.278817,256.545779,2
720575940618994603,AOTU.FB.34,TuBu,ACH,TuBu07,left,central,3,2,5,14,20,34,0.224648,28.647093,4
720575940607040981,EB.249,CX,GABA,ER3w,left,central,4,2,6,66,6,72,0.197583,2492.818892,4
720575940611181518,FB.MB_ML.9,CX,unknown,PFR,right,central,71,21,92,1342,251,1593,0.311176,3079.808895,3
720575940625144604,FB.470,CX,unknown,FB4Z,right,central,48,22,70,540,212,752,0.288623,737.374558,3
720575940628386686,FB.719,CX,GLUT,FB4Z,left,central,33,22,55,298,217,515,0.286542,617.957015,3
720575940636063204,FB.PB.1,CX,ACH,PFGs,right,central,29,19,48,396,123,519,0.310651,5275.311235,3
720575940653053857,FB.1055,CX,ACH,vDeltaK,left,central,16,12,28,157,99,256,0.294793,504.701655,3
720575940612327446,FB.875,CX,ACH,vDeltaD,left,central,22,20,42,192,230,422,0.279009,720.199916,2
720575940612488615,FB.1138,CX,ACH,vDeltaC,left,central,8,19,27,66,174,240,0.296042,158.155839,4
720575940617047297,SMP.FB.12,CX,GLUT,FB6Z,left,central,27,76,103,369,951,1320,0.308242,791.067321,2
720575940620356822,FB.1007,CX,ACH,vDeltaD,left,central,18,14,32,153,143,296,0.273845,398.68531,2
720575940625683077,FB.843,CX,unknown,vDeltaC,left,central,19,27,46,173,271,444,0.276497,595.280356,2
720575940626408177,FB.441,CX,GLUT,FB6Y,right,central,17,58,75,133,682,815,0.306425,277.672882,2
720575940626658577,FB.497,CX,GLUT,FB6,right,central,43,28,71,528,307,835,0.273993,2711.099249,2
720575940629700138,FB.915,CX,ACH,vDeltaD,left,central,22,17,39,204,211,415,0.273254,319.255619,2
720575940629801291,FB.SMP.41,CX,ACH,FS3,right,central,9,1,10,82,5,87,0.23105,73.336957,2
720575940632716128,FB.734,CX,ACH,vDeltaD,right,central,26,35,61,292,359,651,0.295137,855.785306,2
720575940639812304,FB.997,CX,unknown,vDeltaC,left,central,14,18,32,127,151,278,0.284212,409.920659,2
720575940622092522,FB.1175,CX,ACH,vDeltaI_b,right,central,11,10,21,104,95,199,0.280515,215.71568,0
720575940615285919,FB.141,CX,GLUT,FB5C,left,central,60,67,127,518,904,1422,0.312905,5380.200524,0
720575940632259865,FB.898,CX,ACH,FC2C,left,central,29,10,39,361,101,462,0.301996,1279.69643,2
720575940632943199,FB.984,CX,ACH,vDeltaD,right,central,16,16,32,141,216,357,0.271316,215.811713,2
720575940636330217,FB.861,CX,ACH,vDeltaE,right,central,19,22,41,251,246,497,0.278167,444.79698,0
720575940617585624,NO.FB.38,CX,ACH,PFNd,right,central,12,25,37,102,526,628,0.330939,59.443759,3
720575940630019323,NO.FB.12,CX,ACH,PFNd,right,central,15,39,54,180,944,1124,0.34321,104.436131,3
720575940618814424,FB.1161,CX,SER,vDeltaI_a,right,central,11,12,23,85,94,179,0.287722,2424.431908,0
720575940620476843,FB.1254,CX,unknown,vDeltaI_b,left,central,13,8,21,111,71,182,0.279895,98.860468,0
720575940613440479,FB.1182,CX,ACH,vDeltaA_a,left,central,13,11,24,106,75,181,0.261346,2323.251709,4
720575940613818690,SLP.FB.11,CX,GLUT,FB8A,left,central,3,22,25,14,334,348,0.284851,288.936585,4
720575940614337130,FB.695,CX,GLUT,SAF,right,central,16,36,52,128,259,387,0.280631,3704.779144,4
720575940618236752,FB.1081,CX,ACH,vDeltaA_a,left,central,15,14,29,116,118,234,0.272008,2463.025097,4
720575940621800586,FB.1004,CX,ACH,vDeltaA_a,right,central,29,10,39,203,88,291,0.2665,3903.0561,4
720575940625328842,SLP.FB.15,CX,GLUT,FB8A,right,central,7,21,28,39,321,360,0.28188,1669.207088,4
720575940645002019,FB.1370,CX,unknown,vDeltaA_a,left,central,4,4,8,27,38,65,0.251364,259.143453,4
720575940612047853,AOTU.BU.44,TuBu,ACH,TuBu09,right,central,3,3,6,6,10,16,0.245965,0,4
720575940610813682,FB.894,CX,ACH,vDeltaD,right,central,24,18,42,206,209,415,0.268335,1026.889802,2
720575940613682602,FB.992,CX,ACH,vDeltaD,left,central,23,16,39,179,221,400,0.266711,453.32077,2
720575940616617245,FB.581,CX,ACH,FC2C,right,central,41,13,54,497,138,635,0.303716,2439.481376,2
720575940619370416,FB.1135,CX,ACH,FS2,left,central,25,3,28,191,19,210,0.243835,186.839265,2
720575940628352000,FB.1335,CX,unknown,FS3,right,central,8,1,9,67,5,72,0.232962,11.944217,2
720575940630644132,FB.967,CX,ACH,vDeltaD,right,central,15,15,30,132,170,302,0.272483,62.718355,2
720575940631058861,FB.1373,CX,GLUT,FS3,left,central,4,1,5,30,6,36,0.23633,126.679386,4
720575940633519514,FB.577,CX,ACH,FC2C,left,central,44,10,54,574,100,674,0.303716,2605.161273,2
720575940622451699,FB.1302,CX,ACH,vDeltaA_a,left,central,10,9,19,66,95,161,0.264518,1864.910994,4
720575940626526986,SLP.FB.13,CX,GLUT,FB9A,left,central,4,16,20,21,142,163,0.266325,234.799226,4
720575940634248184,FB.1045,CX,ACH,vDeltaK,right,central,23,11,34,248,121,369,0.290443,624.142837,3
720575940609604875,FB.MB_ML.10,CX,SER,PFR,left,central,62,18,80,1086,248,1334,0.292075,1845.363385,3
720575940609663442,FB.CRE.4,CX,unknown,FR1,left,central,47,1,48,626,1,627,0.26622,114.349322,0
720575940625932275,FB.MB_ML.11,CX,SER,PFR,left,central,47,19,66,759,210,969,0.308102,2119.378108,3
720575940622713897,FB.SMP.54,CX,ACH,FS4A,right,central,6,1,7,52,1,53,0.245876,81.952419,4
720575940621216169,SMP.FB.29,CX,GLUT,FB5G,left,central,12,32,44,68,404,472,0.325884,3099.118051,0
720575940619060289,FB.1063,CX,ACH,vDeltaK,right,central,21,6,27,213,89,302,0.266535,421.895685,3
720575940620202266,FB.LAL.26,CX,ACH,PFL3,left,central,58,1,59,599,1,600,0.281332,3356.54116,0
720575940623539976,FB.345,CX,GLUT,FB5Q,left,central,33,36,69,236,750,986,0.320171,873.451643,0
720575940643921444,FB.274,CX,GLUT,FB5Q,right,central,33,30,63,250,675,925,0.3148,554.339583,0
720575940628218959,NO.139,CX,ACH,PFNm,left,central,8,9,17,35,68,103,0.268406,334.268782,4
720575940610615269,NO.FB.40,CX,ACH,PFNm,right,central,8,14,22,58,82,140,0.280787,578.44695,4
720575940616221401,FB.1306,CX,unknown,PFNm,left,central,9,13,22,59,61,120,0.267273,444.328328,4
720575940620391337,NO.114,CX,ACH,PFNm,left,central,7,16,23,32,77,109,0.302267,2982.668016,4
720575940626898504,FB.869,CX,ACH,vDeltaD,left,central,20,20,40,218,247,465,0.276346,480.52806,2
720575940628763002,NO.FB.65,CX,ACH,PFNm,right,central,7,11,18,61,77,138,0.290443,1697.9623,4
720575940610908057,FB.349,CX,GLUT,FB6U,left,central,29,59,88,240,778,1018,0.301368,2138.439489,2
720575940632769175,FB.496,CX,GLUT,FB6R,left,central,14,51,65,95,548,643,0.298351,1062.568859,2
720575940643323592,FB.247,CX,GLUT,FB6U,right,central,28,57,85,246,905,1151,0.300786,1375.50547,2
720575940627399783,FB.1318,CX,unknown,vDeltaJ,left,central,11,9,20,111,65,176,0.287559,1107.437011,3
720575940619781229,NO.49,CX,ACH,PFNa,right,central,2,15,17,4,81,85,0.295094,2039.357049,1
720575940606933634,FB.572,CX,ACH,FC1A,right,central,33,31,64,372,298,670,0.309182,765.236008,1
720575940607250697,NO.36,CX,ACH,PFNa,right,central,1,18,19,1,147,148,0.301637,11.128424,1
720575940610665445,FB.631,CX,ACH,FC3,right,central,26,27,53,198,279,477,0.307075,3071.474387,1
720575940614939990,FB.745,CX,ACH,FC1A,left,central,23,28,51,238,232,470,0.31441,1144.76309,1
720575940617819185,NO.46,CX,ACH,PFNa,right,central,2,17,19,2,108,110,0.287029,2038.149542,1
720575940619989765,FB.1008,CX,ACH,FC1A,left,central,18,17,35,211,121,332,0.307494,427.608104,1
720575940624282430,FB.705,CX,ACH,FC1A,left,central,21,31,52,220,252,472,0.302899,681.439499,1
720575940625938856,FB.738,CX,ACH,FC3,right,central,27,20,47,216,192,408,0.31402,2168.941294,1
720575940626510666,FB.602,CX,ACH,FC1A,right,central,29,34,63,313,276,589,0.315339,1518.723634,1
720575940641981600,FB.713,CX,ACH,FC1A,left,central,24,24,48,248,221,469,0.294665,362.49729,1
720575940613275311,CRE.FB.16,CX,GLUT,FB5V,right,central,12,51,63,101,459,560,0.312857,522.56629,3
720575940615914613,FB.1011,CX,SER,vDeltaA_b,left,central,10,17,27,95,191,286,0.294237,650.555428,4
720575940626479674,FB.1047,CX,GLUT,FB8A,left,central,4,23,27,24,404,428,0.297345,341.71514,4
720575940649647225,FB.1165,CX,SER,FB5W,left,central,5,24,29,38,181,219,0.282312,59.881753,0
720575940624827523,NO.23,CX,ACH,PFNa,left,central,1,16,17,2,109,111,0.300385,1.690172,1
720575940610810482,FB.833,CX,ACH,FC1A,left,central,20,31,51,244,278,522,0.316077,678.409732,1
720575940619891060,FB.957,CX,ACH,FC1D,right,central,12,18,30,88,181,269,0.292665,168.405919,1
720575940621512291,FB.658,CX,ACH,FC1A,left,central,24,32,56,295,275,570,0.312567,474.709821,1
720575940621731475,FB.627,CX,ACH,FC3,right,central,24,29,53,214,319,533,0.307121,1906.100777,1
720575940623889552,FB.580,CX,ACH,FC1A,right,central,29,40,69,386,451,837,0.317761,1719.46432,1
720575940632669977,NO.FB.8,CX,ACH,PFNa,left,central,3,26,29,5,224,229,0.305962,4089.400382,1
720575940637898072,FB.782,CX,ACH,FC1D,right,central,18,22,40,193,222,415,0.296258,234.528954,1
720575940607864841,FB.749,CX,GLUT,FB3B,right,central,11,37,48,121,312,433,0.330453,1387.206682,1
720575940635427982,EB.45,CX,ACH,EPG,left,central,2,1,3,2,2,4,0.26837,0,3
720575940610237394,FB.859,CX,GLUT,FB7M,left,central,11,29,40,75,318,393,0.291823,209.56485,4
720575940634040244,FB.1147,CX,SER,vDeltaB,right,central,12,13,25,82,142,224,0.282194,146.216565,4
720575940635319407,FB.1018,CX,unknown,vDeltaB,right,central,15,18,33,129,209,338,0.284292,1399.786498,4
720575940611425429,AOTU.FB.46,TuBu,ACH,TuBu09,right,central,3,2,5,31,27,58,0.245578,0,4
720575940611243946,FB.946,CX,ACH,FC1C,left,central,15,14,29,115,124,239,0.290901,134.967365,1
720575940626347848,FB.825,CX,ACH,FC1C,left,central,29,8,37,235,61,296,0.289861,224.903215,1
720575940631701499,CRE.FB.39,CX,GLUT,FB2C,left,central,16,33,49,90,262,352,0.354185,3536.116388,0
720575940618781861,FB.924,CX,ACH,FC1A,left,central,19,24,43,186,235,421,0.294579,635.089602,1
720575940621117684,FB.920,CX,ACH,FC1D,left,central,17,18,35,126,171,297,0.295956,379.373948,1
720575940627798654,FB.804,CX,unknown,FB2I_a,right,central,21,24,45,412,369,781,0.324528,3039.068578,1
720575940628141818,FB.933,CX,ACH,FC1D,right,central,16,13,29,120,125,245,0.291277,185.525744,1
720575940637912739,FB.819,CX,ACH,FC3,left,central,25,28,53,207,235,442,0.33744,5349.43079,1
720575940618437979,FB.852,CX,ACH,vDeltaD,left,central,19,22,41,171,274,445,0.277671,141.422313,2
720575940631165613,FB.1020,CX,SER,vDeltaC,right,central,12,19,31,97,170,267,0.281371,784.218358,2
720575940638888819,FB.585,CX,GLUT,FB7C,right,central,12,45,57,96,567,663,0.287885,258.424898,4
720575940639279679,FB.975,CX,ACH,vDeltaD,right,central,20,22,42,212,252,464,0.274736,630.516144,2
