Source,Target,Type,Weight
720575940624093884,720575940621019674,Directed,12
720575940624093884,720575940626343305,Directed,30
720575940624093884,720575940626605211,Directed,5
720575940624093884,720575940626612254,Directed,16
720575940624093884,720575940627675121,Directed,12
720575940624093884,720575940628168458,Directed,8
720575940624093884,720575940630671953,Directed,20
720575940624093884,720575940630773585,Directed,15
720575940624093884,720575940630900983,Directed,6
720575940624093884,720575940633537823,Directed,9
720575940624093884,720575940635223152,Directed,5
720575940624093884,720575940635640974,Directed,12
720575940624093884,720575940637303415,Directed,31
720575940624093884,720575940638709632,Directed,7
720575940624093884,720575940642476448,Directed,5
720575940624077517,720575940604612832,Directed,63
720575940624077517,720575940605361841,Directed,6
720575940624077517,720575940608208835,Directed,55
720575940624077517,720575940608702475,Directed,5
720575940624077517,720575940609663442,Directed,15
720575940624077517,720575940610877098,Directed,5
720575940624077517,720575940613605698,Directed,7
720575940624077517,720575940614442090,Directed,12
720575940624077517,720575940614546911,Directed,6
720575940624077517,720575940614738956,Directed,6
720575940624077517,720575940615326779,Directed,14
720575940624077517,720575940616410171,Directed,13
720575940624077517,720575940616968733,Directed,15
720575940624077517,720575940616973313,Directed,6
720575940624077517,720575940617797169,Directed,5
720575940624077517,720575940618133371,Directed,20
720575940624077517,720575940618928981,Directed,7
720575940624077517,720575940619683311,Directed,9
720575940624077517,720575940619913221,Directed,6
720575940624077517,720575940619935152,Directed,10
720575940624077517,720575940620032123,Directed,5
720575940624077517,720575940620156795,Directed,22
720575940624077517,720575940620841310,Directed,53
720575940624077517,720575940621050228,Directed,6
720575940624077517,720575940621709388,Directed,8
720575940624077517,720575940621975081,Directed,9
720575940624077517,720575940622334699,Directed,11
720575940624077517,720575940622406260,Directed,22
720575940624077517,720575940622471721,Directed,10
720575940624077517,720575940622942868,Directed,18
720575940624077517,720575940623784231,Directed,11
720575940624077517,720575940623904551,Directed,5
720575940624077517,720575940624611018,Directed,8
720575940624077517,720575940624888880,Directed,6
720575940624077517,720575940625637562,Directed,9
720575940624077517,720575940625678650,Directed,5
720575940624077517,720575940625968515,Directed,6
720575940624077517,720575940626469898,Directed,8
720575940624077517,720575940626778217,Directed,6
720575940624077517,720575940627162344,Directed,12
720575940624077517,720575940627426919,Directed,12
720575940624077517,720575940627730206,Directed,9
720575940624077517,720575940627740922,Directed,6
720575940624077517,720575940628067846,Directed,7
720575940624077517,720575940628136809,Directed,9
720575940624077517,720575940628860476,Directed,8
720575940624077517,720575940629039660,Directed,44
720575940624077517,720575940629079084,Directed,6
720575940624077517,720575940631347596,Directed,47
720575940624077517,720575940633271447,Directed,8
720575940624077517,720575940633909600,Directed,54
720575940624077517,720575940634313071,Directed,43
720575940624077517,720575940635530359,Directed,18
720575940624077517,720575940635632023,Directed,8
720575940624077517,720575940636229183,Directed,12
720575940624077517,720575940637558618,Directed,6
720575940624077517,720575940638114357,Directed,40
720575940624077517,720575940640356149,Directed,4
720575940624077517,720575940644658542,Directed,5
720575940624077517,720575940644733975,Directed,5
720575940624077517,720575940651558646,Directed,6
720575940613231313,720575940619832188,Directed,6
720575940613231313,720575940620028513,Directed,33
720575940613231313,720575940628003739,Directed,6
720575940613231313,720575940630268044,Directed,5
720575940613231313,720575940630580255,Directed,15
720575940613231313,720575940631449411,Directed,8
720575940613231313,720575940634043640,Directed,5
720575940613231313,720575940634248184,Directed,7
720575940613231313,720575940635666409,Directed,11
720575940613231313,720575940636069348,Directed,9
720575940610151130,720575940604868286,Directed,20
720575940610151130,720575940613550495,Directed,5
720575940610151130,720575940618174447,Directed,5
720575940610151130,720575940621139482,Directed,6
720575940610151130,720575940623242168,Directed,10
720575940610151130,720575940623450382,Directed,11
720575940610151130,720575940624136489,Directed,15
720575940610151130,720575940625962152,Directed,28
720575940610151130,720575940626090782,Directed,5
720575940610151130,720575940626612254,Directed,5
720575940610151130,720575940627675121,Directed,5
720575940610151130,720575940627777527,Directed,7
720575940610151130,720575940629506012,Directed,7
720575940610151130,720575940631619384,Directed,31
720575940610151130,720575940634419051,Directed,7
720575940610151130,720575940635395429,Directed,6
720575940610151130,720575940636345707,Directed,7
720575940610151130,720575940637303415,Directed,7
720575940610151130,720575940642476448,Directed,6
720575940611216099,720575940620664741,Directed,3
720575940621832942,720575940604612832,Directed,16
720575940621832942,720575940608208835,Directed,13
720575940621832942,720575940608328387,Directed,19
720575940621832942,720575940608783452,Directed,6
720575940621832942,720575940611963346,Directed,16
720575940621832942,720575940612107762,Directed,26
720575940621832942,720575940612851367,Directed,6
720575940621832942,720575940613605698,Directed,12
720575940621832942,720575940613606041,Directed,13
720575940621832942,720575940614154786,Directed,10
720575940621832942,720575940614530098,Directed,16
720575940621832942,720575940614546911,Directed,8
720575940621832942,720575940614738956,Directed,9
720575940621832942,720575940614966214,Directed,5
720575940621832942,720575940615326779,Directed,6
720575940621832942,720575940616097093,Directed,41
720575940621832942,720575940616657989,Directed,5
720575940621832942,720575940616967508,Directed,8
720575940621832942,720575940616968733,Directed,5
720575940621832942,720575940616973313,Directed,12
720575940621832942,720575940617978526,Directed,6
720575940621832942,720575940618133371,Directed,5
720575940621832942,720575940618463960,Directed,8
720575940621832942,720575940618694638,Directed,9
720575940621832942,720575940619578608,Directed,11
720575940621832942,720575940619935152,Directed,9
720575940621832942,720575940620058537,Directed,8
720575940621832942,720575940620156326,Directed,8
720575940621832942,720575940620417797,Directed,18
720575940621832942,720575940620841310,Directed,10
720575940621832942,720575940621025037,Directed,5
720575940621832942,720575940621501720,Directed,20
720575940621832942,720575940622811116,Directed,8
720575940621832942,720575940622942868,Directed,5
720575940621832942,720575940622943731,Directed,8
720575940621832942,720575940623490748,Directed,19
720575940621832942,720575940623536398,Directed,8
720575940621832942,720575940623649097,Directed,5
720575940621832942,720575940623712656,Directed,10
720575940621832942,720575940623784231,Directed,19
720575940621832942,720575940624073452,Directed,8
720575940621832942,720575940624077517,Directed,6
720575940621832942,720575940624215245,Directed,7
720575940621832942,720575940624295096,Directed,8
720575940621832942,720575940624611018,Directed,15
720575940621832942,720575940624730638,Directed,7
720575940621832942,720575940625637562,Directed,5
720575940621832942,720575940625678650,Directed,18
720575940621832942,720575940626375305,Directed,13
720575940621832942,720575940626793871,Directed,5
720575940621832942,720575940626798480,Directed,6
720575940621832942,720575940627400776,Directed,5
720575940621832942,720575940627740922,Directed,8
720575940621832942,720575940628211244,Directed,8
720575940621832942,720575940628219479,Directed,5
720575940621832942,720575940628628987,Directed,20
720575940621832942,720575940628793982,Directed,6
720575940621832942,720575940628907524,Directed,10
720575940621832942,720575940629039660,Directed,8
720575940621832942,720575940629076473,Directed,44
720575940621832942,720575940629468739,Directed,8
720575940621832942,720575940631004728,Directed,9
720575940621832942,720575940631025219,Directed,8
720575940621832942,720575940631347596,Directed,15
720575940621832942,720575940631639972,Directed,25
720575940621832942,720575940631725011,Directed,7
720575940621832942,720575940631863583,Directed,30
720575940621832942,720575940631911905,Directed,7
720575940621832942,720575940631983277,Directed,6
720575940621832942,720575940633909600,Directed,9
720575940621832942,720575940634313071,Directed,12
720575940621832942,720575940635095452,Directed,60
720575940621832942,720575940635467150,Directed,5
720575940621832942,720575940635530359,Directed,10
720575940621832942,720575940636735198,Directed,17
720575940621832942,720575940637238505,Directed,33
720575940621832942,720575940637558618,Directed,12
720575940621832942,720575940638114357,Directed,7
720575940621832942,720575940638124656,Directed,11
720575940621832942,720575940638250112,Directed,8
720575940621832942,720575940638328765,Directed,50
720575940621832942,720575940639322752,Directed,19
720575940621832942,720575940639702435,Directed,6
720575940621832942,720575940640486973,Directed,14
720575940621832942,720575940643703588,Directed,5
720575940621832942,720575940644178468,Directed,17
720575940621832942,720575940644706083,Directed,7
720575940621832942,720575940650510070,Directed,7
720575940621832942,720575940651284726,Directed,44
720575940622897917,720575940604019424,Directed,16
720575940622897917,720575940604481760,Directed,5
720575940622897917,720575940605379506,Directed,20
720575940622897917,720575940605583136,Directed,27
720575940622897917,720575940606436384,Directed,15
720575940622897917,720575940608185986,Directed,9
720575940622897917,720575940610894450,Directed,16
720575940622897917,720575940613268370,Directed,9
720575940622897917,720575940615612066,Directed,18
720575940622897917,720575940615687380,Directed,11
720575940622897917,720575940616103254,Directed,7
720575940622897917,720575940616819345,Directed,19
720575940622897917,720575940617244347,Directed,19
720575940622897917,720575940618745424,Directed,22
720575940622897917,720575940618995541,Directed,9
720575940622897917,720575940619237985,Directed,10
720575940622897917,720575940619322221,Directed,28
720575940622897917,720575940619866759,Directed,5
720575940622897917,720575940620028513,Directed,12
720575940622897917,720575940620129694,Directed,14
720575940622897917,720575940621268830,Directed,5
720575940622897917,720575940621355034,Directed,11
720575940622897917,720575940621595888,Directed,23
720575940622897917,720575940622125153,Directed,8
720575940622897917,720575940622610726,Directed,14
720575940622897917,720575940622870666,Directed,5
720575940622897917,720575940623260201,Directed,25
720575940622897917,720575940625144604,Directed,6
720575940622897917,720575940627400776,Directed,6
720575940622897917,720575940628003739,Directed,13
720575940622897917,720575940628386942,Directed,7
720575940622897917,720575940630335596,Directed,5
720575940622897917,720575940630444625,Directed,7
720575940622897917,720575940632651219,Directed,16
720575940622897917,720575940632718944,Directed,16
720575940622897917,720575940633120151,Directed,6
720575940622897917,720575940633242449,Directed,17
720575940622897917,720575940634407520,Directed,7
720575940622897917,720575940634647732,Directed,5
720575940622897917,720575940636069348,Directed,19
720575940622897917,720575940636969182,Directed,10
720575940622897917,720575940637066352,Directed,10
720575940622897917,720575940637804915,Directed,25
720575940622897917,720575940638027497,Directed,5
720575940622897917,720575940639404416,Directed,10
720575940622897917,720575940640228661,Directed,10
720575940622897917,720575940641215104,Directed,5
720575940622897917,720575940642860192,Directed,19
720575940622897917,720575940644492055,Directed,20
720575940628812548,720575940620014203,Directed,10
720575940628812548,720575940620028795,Directed,8
720575940628812548,720575940624905404,Directed,8
720575940628812548,720575940628120402,Directed,17
720575940628812548,720575940639410291,Directed,7
720575940628812548,720575940643937316,Directed,13
720575940620014356,720575940606734182,Directed,6
720575940620014356,720575940609375580,Directed,11
720575940620014356,720575940609777476,Directed,10
720575940620014356,720575940610894450,Directed,6
720575940620014356,720575940610919778,Directed,5
720575940620014356,720575940611606830,Directed,5
720575940620014356,720575940618374558,Directed,8
720575940620014356,720575940619544779,Directed,20
720575940620014356,720575940620760429,Directed,9
720575940620014356,720575940621050228,Directed,6
720575940620014356,720575940621176564,Directed,7
720575940620014356,720575940622234326,Directed,7
720575940620014356,720575940624730638,Directed,9
720575940620014356,720575940625146109,Directed,6
720575940620014356,720575940625455247,Directed,12
720575940620014356,720575940626973821,Directed,8
720575940620014356,720575940627109116,Directed,8
720575940620014356,720575940627557909,Directed,6
720575940620014356,720575940628793982,Directed,12
720575940620014356,720575940629112060,Directed,10
720575940620014356,720575940631398308,Directed,8
720575940620014356,720575940631572305,Directed,8
720575940620014356,720575940635095452,Directed,23
720575940620014356,720575940651284726,Directed,7
720575940644492055,720575940603048108,Directed,5
720575940644492055,720575940604019424,Directed,15
720575940644492055,720575940604481760,Directed,6
720575940644492055,720575940605379506,Directed,29
720575940644492055,720575940608370866,Directed,5
720575940644492055,720575940610894450,Directed,7
720575940644492055,720575940611091780,Directed,9
720575940644492055,720575940613152175,Directed,10
720575940644492055,720575940613275311,Directed,18
720575940644492055,720575940616819345,Directed,8
720575940644492055,720575940617232017,Directed,10
720575940644492055,720575940618745424,Directed,10
720575940644492055,720575940619237985,Directed,36
720575940644492055,720575940619322221,Directed,8
720575940644492055,720575940619866759,Directed,10
720575940644492055,720575940620028513,Directed,35
720575940644492055,720575940620428225,Directed,13
720575940644492055,720575940621355034,Directed,7
720575940644492055,720575940622016169,Directed,8
720575940644492055,720575940623256757,Directed,12
720575940644492055,720575940623280457,Directed,15
720575940644492055,720575940624383892,Directed,5
720575940644492055,720575940624905404,Directed,12
720575940644492055,720575940627779560,Directed,11
720575940644492055,720575940628003739,Directed,36
720575940644492055,720575940628386686,Directed,7
720575940644492055,720575940630444625,Directed,23
720575940644492055,720575940631785441,Directed,5
720575940644492055,720575940632097965,Directed,5
720575940644492055,720575940632651219,Directed,35
720575940644492055,720575940634145436,Directed,5
720575940644492055,720575940636069348,Directed,18
720575940644492055,720575940637066352,Directed,5
720575940644492055,720575940637804915,Directed,9
720575940644492055,720575940637924324,Directed,8
720575940644492055,720575940639404416,Directed,22
720575940644492055,720575940639710883,Directed,5
720575940644492055,720575940640228661,Directed,27
720575940644492055,720575940642860192,Directed,14
720575940644492055,720575940643937316,Directed,6
720575940644492055,720575940650420726,Directed,5
720575940631483167,720575940608278620,Directed,49
720575940631483167,720575940610980932,Directed,27
720575940631483167,720575940616040148,Directed,34
720575940631483167,720575940618787841,Directed,14
720575940631483167,720575940619489088,Directed,7
720575940631483167,720575940620130032,Directed,19
720575940631483167,720575940621825518,Directed,14
720575940631483167,720575940623084471,Directed,36
720575940631483167,720575940624290232,Directed,26
720575940631483167,720575940625698279,Directed,25
720575940631483167,720575940627264062,Directed,33
720575940631483167,720575940628527247,Directed,41
720575940631483167,720575940632732985,Directed,19
720575940631483167,720575940640486973,Directed,17
720575940631483167,720575940641173376,Directed,101
720575940631483167,720575940650510070,Directed,28
720575940603925280,720575940638114357,Directed,10
720575940628206391,720575940607343829,Directed,13
720575940628206391,720575940608179268,Directed,13
720575940628206391,720575940609375580,Directed,7
720575940628206391,720575940610877098,Directed,17
720575940628206391,720575940612925078,Directed,17
720575940628206391,720575940613605698,Directed,7
720575940628206391,720575940613762207,Directed,14
720575940628206391,720575940615250235,Directed,6
720575940628206391,720575940615961739,Directed,6
720575940628206391,720575940616040148,Directed,8
720575940628206391,720575940616410171,Directed,18
720575940628206391,720575940617773865,Directed,6
720575940628206391,720575940617797169,Directed,7
720575940628206391,720575940617934576,Directed,6
720575940628206391,720575940618651608,Directed,21
720575940628206391,720575940618787841,Directed,29
720575940628206391,720575940618867627,Directed,22
720575940628206391,720575940619126950,Directed,6
720575940628206391,720575940619544779,Directed,11
720575940628206391,720575940620014203,Directed,20
720575940628206391,720575940620584497,Directed,6
720575940628206391,720575940621515391,Directed,43
720575940628206391,720575940621825518,Directed,30
720575940628206391,720575940622087816,Directed,7
720575940628206391,720575940622471721,Directed,32
720575940628206391,720575940623310780,Directed,13
720575940628206391,720575940625455247,Directed,10
720575940628206391,720575940625556611,Directed,14
720575940628206391,720575940625968515,Directed,7
720575940628206391,720575940627082500,Directed,7
720575940628206391,720575940628793982,Directed,7
720575940628206391,720575940632074521,Directed,14
720575940628206391,720575940632934355,Directed,11
720575940628206391,720575940633909600,Directed,5
720575940628206391,720575940634280288,Directed,5
720575940628206391,720575940636191977,Directed,5
720575940628206391,720575940638070505,Directed,3
720575940628206391,720575940639065472,Directed,5
720575940628206391,720575940639693008,Directed,10
720575940628206391,720575940644733975,Directed,57
720575940629615417,720575940605583136,Directed,9
720575940629615417,720575940608208835,Directed,5
720575940629615417,720575940608702475,Directed,19
720575940629615417,720575940613605698,Directed,15
720575940629615417,720575940614546911,Directed,61
720575940629615417,720575940616410171,Directed,14
720575940629615417,720575940616973313,Directed,6
720575940629615417,720575940617244347,Directed,10
720575940629615417,720575940619683311,Directed,25
720575940629615417,720575940619913221,Directed,20
720575940629615417,720575940621595888,Directed,18
720575940629615417,720575940621709388,Directed,22
720575940629615417,720575940622125153,Directed,19
720575940629615417,720575940622471721,Directed,16
720575940629615417,720575940623260201,Directed,8
720575940629615417,720575940625144604,Directed,11
720575940629615417,720575940625968515,Directed,22
720575940629615417,720575940626469898,Directed,30
720575940629615417,720575940626793871,Directed,24
720575940629615417,720575940626798480,Directed,5
720575940629615417,720575940626814666,Directed,28
720575940629615417,720575940628386686,Directed,5
720575940629615417,720575940628386942,Directed,14
720575940629615417,720575940629552633,Directed,13
720575940629615417,720575940631508255,Directed,17
720575940629615417,720575940632424011,Directed,25
720575940629615417,720575940633437176,Directed,28
720575940629615417,720575940634258131,Directed,14
720575940629615417,720575940643408164,Directed,22
720575940629615417,720575940651558646,Directed,8
720575940629615417,720575940661139073,Directed,21
720575940609774434,720575940608278620,Directed,13
720575940609774434,720575940610980932,Directed,5
720575940609774434,720575940615673949,Directed,32
720575940609774434,720575940620130032,Directed,10
720575940609774434,720575940622815123,Directed,21
720575940609774434,720575940624290232,Directed,21
720575940609774434,720575940625698279,Directed,9
720575940609774434,720575940625787536,Directed,5
720575940609774434,720575940627048976,Directed,8
720575940609774434,720575940627264062,Directed,7
720575940609774434,720575940628527247,Directed,22
720575940609774434,720575940628695034,Directed,6
720575940609774434,720575940632732985,Directed,10
720575940609774434,720575940639404416,Directed,13
720575940609774434,720575940640486973,Directed,14
720575940609774434,720575940650510070,Directed,7
720575940609774434,720575940653346550,Directed,9
720575940626666345,720575940610919778,Directed,16
720575940626666345,720575940612895650,Directed,9
720575940626666345,720575940617244347,Directed,7
720575940626666345,720575940618295376,Directed,5
720575940626666345,720575940619866759,Directed,7
720575940626666345,720575940620202266,Directed,16
720575940626666345,720575940621355034,Directed,6
720575940626666345,720575940623260201,Directed,6
720575940626666345,720575940623861479,Directed,9
720575940626666345,720575940625636964,Directed,9
720575940626666345,720575940625932275,Directed,6
720575940626666345,720575940627400776,Directed,6
720575940626666345,720575940627935610,Directed,8
720575940626666345,720575940630814762,Directed,5
720575940626666345,720575940634145436,Directed,9
720575940626666345,720575940635990640,Directed,17
720575940626666345,720575940648742777,Directed,5
720575940638888819,720575940604074174,Directed,6
720575940638888819,720575940608839800,Directed,5
720575940638888819,720575940611415449,Directed,10
720575940638888819,720575940614017534,Directed,6
720575940638888819,720575940614773032,Directed,10
720575940638888819,720575940616617940,Directed,12
720575940638888819,720575940617812273,Directed,16
720575940638888819,720575940619615936,Directed,13
720575940638888819,720575940619715568,Directed,6
720575940638888819,720575940620012020,Directed,14
720575940638888819,720575940620203340,Directed,9
720575940638888819,720575940621019674,Directed,25
720575940638888819,720575940623004711,Directed,17
720575940638888819,720575940623242168,Directed,24
720575940638888819,720575940623759591,Directed,9
720575940638888819,720575940624381966,Directed,26
720575940638888819,720575940624888880,Directed,5
720575940638888819,720575940625392650,Directed,12
720575940638888819,720575940625535621,Directed,9
720575940638888819,720575940625850938,Directed,9
720575940638888819,720575940626012072,Directed,13
720575940638888819,720575940626138008,Directed,6
720575940638888819,720575940626343305,Directed,22
720575940638888819,720575940626612254,Directed,13
720575940638888819,720575940627675121,Directed,26
720575940638888819,720575940627782014,Directed,5
720575940638888819,720575940628029378,Directed,11
720575940638888819,720575940628168458,Directed,29
720575940638888819,720575940628716360,Directed,10
720575940638888819,720575940629331663,Directed,6
720575940638888819,720575940630019385,Directed,5
720575940638888819,720575940631257647,Directed,7
720575940638888819,720575940634419051,Directed,30
720575940638888819,720575940635223152,Directed,5
720575940638888819,720575940635969758,Directed,14
720575940638888819,720575940636588724,Directed,9
720575940638888819,720575940637303415,Directed,33
720575940638888819,720575940637729370,Directed,9
720575940638888819,720575940639184361,Directed,11
720575940638888819,720575940639924176,Directed,5
720575940638888819,720575940641557133,Directed,7
720575940638888819,720575940642476448,Directed,9
720575940638888819,720575940643338020,Directed,10
720575940638888819,720575940648482425,Directed,12
720575940638888819,720575940651565558,Directed,17
720575940617425781,720575940615101747,Directed,1
720575940617425781,720575940636413176,Directed,1
720575940628386686,720575940602747360,Directed,5
720575940628386686,720575940604019424,Directed,8
720575940628386686,720575940605379506,Directed,27
720575940628386686,720575940613275311,Directed,10
720575940628386686,720575940619237985,Directed,17
720575940628386686,720575940620028513,Directed,19
720575940628386686,720575940623280457,Directed,5
720575940628386686,720575940624383892,Directed,5
720575940628386686,720575940627779560,Directed,9
720575940628386686,720575940628003739,Directed,6
720575940628386686,720575940628067846,Directed,5
720575940628386686,720575940628120402,Directed,8
720575940628386686,720575940630444625,Directed,23
720575940628386686,720575940631508255,Directed,3
720575940628386686,720575940631863583,Directed,5
720575940628386686,720575940632651219,Directed,6
720575940628386686,720575940636069348,Directed,15
720575940628386686,720575940639404416,Directed,19
720575940628386686,720575940639710883,Directed,6
720575940628386686,720575940640228661,Directed,6
720575940628386686,720575940644492055,Directed,4
720575940628386686,720575940650420726,Directed,6
720575940626355081,720575940602747360,Directed,5
720575940626355081,720575940603048108,Directed,10
720575940626355081,720575940604019424,Directed,7
720575940626355081,720575940605756081,Directed,6
720575940626355081,720575940608140380,Directed,7
720575940626355081,720575940608370866,Directed,21
720575940626355081,720575940610894450,Directed,7
720575940626355081,720575940611091780,Directed,8
720575940626355081,720575940612895650,Directed,16
720575940626355081,720575940612972693,Directed,5
720575940626355081,720575940613268370,Directed,23
720575940626355081,720575940613326250,Directed,10
720575940626355081,720575940615612066,Directed,6
720575940626355081,720575940620028513,Directed,9
720575940626355081,720575940622683491,Directed,11
720575940626355081,720575940623781268,Directed,5
720575940626355081,720575940623807672,Directed,7
720575940626355081,720575940624905404,Directed,10
720575940626355081,720575940626666345,Directed,11
720575940626355081,720575940628120402,Directed,18
720575940626355081,720575940630556743,Directed,7
720575940626355081,720575940630696399,Directed,4
720575940626355081,720575940630814762,Directed,12
720575940626355081,720575940631785441,Directed,21
720575940626355081,720575940632097965,Directed,10
720575940626355081,720575940632720279,Directed,15
720575940626355081,720575940633741613,Directed,6
720575940626355081,720575940635467150,Directed,5
720575940626355081,720575940637354047,Directed,6
720575940626355081,720575940638006128,Directed,14
720575940626355081,720575940639404416,Directed,6
720575940626355081,720575940639710883,Directed,17
720575940626355081,720575940640228661,Directed,5
720575940626355081,720575940643937316,Directed,16
720575940626355081,720575940650420726,Directed,11
720575940626355081,720575940654697377,Directed,7
720575940624356234,720575940627264062,Directed,1
720575940634809230,720575940604451505,Directed,6
720575940634809230,720575940615285919,Directed,6
720575940634809230,720575940615965323,Directed,10
720575940634809230,720575940616968733,Directed,5
720575940634809230,720575940617244347,Directed,7
720575940634809230,720575940623855117,Directed,9
720575940634809230,720575940631372845,Directed,5
720575940634809230,720575940631508255,Directed,25
720575940634809230,720575940636229183,Directed,5
720575940634809230,720575940643259336,Directed,11
720575940634809230,720575940643408164,Directed,15
720575940624323475,720575940611425429,Directed,5
720575940624323475,720575940615101747,Directed,5
720575940624323475,720575940619784374,Directed,2
720575940624323475,720575940621022685,Directed,8
720575940624323475,720575940623317321,Directed,6
720575940624323475,720575940624469444,Directed,2
720575940624323475,720575940625653223,Directed,2
720575940624323475,720575940626363654,Directed,3
720575940624323475,720575940627264062,Directed,1
720575940624323475,720575940633620132,Directed,1
720575940624323475,720575940637899197,Directed,3
720575940624323475,720575940639278399,Directed,3
720575940624323475,720575940639961653,Directed,6
720575940624323475,720575940640749939,Directed,7
720575940624323475,720575940642877088,Directed,1
720575940620391337,720575940603409632,Directed,4
720575940620391337,720575940607330825,Directed,1
720575940620391337,720575940610615269,Directed,6
720575940620391337,720575940610634725,Directed,10
720575940620391337,720575940616221401,Directed,4
720575940620391337,720575940619578608,Directed,5
720575940620391337,720575940619967727,Directed,6
720575940620391337,720575940621193864,Directed,5
720575940620391337,720575940621768385,Directed,4
720575940620391337,720575940623199070,Directed,5
720575940620391337,720575940624093884,Directed,5
720575940620391337,720575940625176092,Directed,2
720575940620391337,720575940627901687,Directed,8
720575940620391337,720575940628218959,Directed,6
720575940620391337,720575940635229797,Directed,1
720575940620391337,720575940639279679,Directed,5
720575940618867627,720575940604451505,Directed,17
720575940618867627,720575940605583136,Directed,6
720575940618867627,720575940615463825,Directed,12
720575940618867627,720575940615612066,Directed,10
720575940618867627,720575940616410171,Directed,45
720575940618867627,720575940617225565,Directed,11
720575940618867627,720575940617241019,Directed,6
720575940618867627,720575940617244347,Directed,9
720575940618867627,720575940619935152,Directed,17
720575940618867627,720575940620014203,Directed,9
720575940618867627,720575940620014356,Directed,9
720575940618867627,720575940620028795,Directed,5
720575940618867627,720575940621515391,Directed,9
720575940618867627,720575940621595888,Directed,8
720575940618867627,720575940621709388,Directed,12
720575940618867627,720575940622471721,Directed,10
720575940618867627,720575940622942868,Directed,10
720575940618867627,720575940623490748,Directed,32
720575940618867627,720575940625787536,Directed,10
720575940618867627,720575940627162344,Directed,13
720575940618867627,720575940628860476,Directed,20
720575940618867627,720575940629039660,Directed,13
720575940618867627,720575940632803223,Directed,7
720575940618867627,720575940633437176,Directed,24
720575940618867627,720575940634280288,Directed,21
720575940618867627,720575940635095452,Directed,9
720575940618867627,720575940637238505,Directed,20
720575940618867627,720575940642936100,Directed,21
720575940618867627,720575940651284726,Directed,10
720575940604842924,720575940620020694,Directed,1
720575940604842924,720575940622342576,Directed,1
720575940604842924,720575940622609299,Directed,1
720575940604842924,720575940623698324,Directed,1
720575940604842924,720575940623973837,Directed,2
720575940604842924,720575940626456083,Directed,1
720575940604842924,720575940629733114,Directed,2
720575940604842924,720575940652702710,Directed,1
720575940619293622,720575940605756081,Directed,8
720575940619293622,720575940608783452,Directed,29
720575940619293622,720575940611284659,Directed,13
720575940619293622,720575940612734066,Directed,13
720575940619293622,720575940618308987,Directed,32
720575940619293622,720575940619683311,Directed,6
720575940619293622,720575940621975081,Directed,14
720575940619293622,720575940622252865,Directed,6
720575940619293622,720575940622406260,Directed,28
720575940619293622,720575940622462173,Directed,36
720575940619293622,720575940623649097,Directed,24
720575940619293622,720575940623784231,Directed,9
720575940619293622,720575940627400776,Directed,18
720575940619293622,720575940628050950,Directed,20
720575940619293622,720575940628136809,Directed,11
720575940619293622,720575940628628987,Directed,6
720575940619293622,720575940630256402,Directed,38
720575940619293622,720575940630976568,Directed,30
720575940619293622,720575940634647732,Directed,40
720575940619293622,720575940635530359,Directed,7
720575940619293622,720575940636735198,Directed,6
720575940619293622,720575940658902401,Directed,5
720575940623242168,720575940603731168,Directed,12
720575940623242168,720575940604064958,Directed,8
720575940623242168,720575940612286259,Directed,6
720575940623242168,720575940613005937,Directed,7
720575940623242168,720575940615101747,Directed,5
720575940623242168,720575940616040148,Directed,19
720575940623242168,720575940618388615,Directed,11
720575940623242168,720575940618688276,Directed,7
720575940623242168,720575940618787841,Directed,11
720575940623242168,720575940619025232,Directed,14
720575940623242168,720575940619259271,Directed,8
720575940623242168,720575940619584421,Directed,23
720575940623242168,720575940619615936,Directed,7
720575940623242168,720575940619967727,Directed,7
720575940623242168,720575940620203340,Directed,10
720575940623242168,720575940621132253,Directed,5
720575940623242168,720575940621825518,Directed,27
720575940623242168,720575940622087816,Directed,14
720575940623242168,720575940622461320,Directed,21
720575940623242168,720575940623084471,Directed,23
720575940623242168,720575940623759591,Directed,5
720575940623242168,720575940624295096,Directed,10
720575940623242168,720575940624895821,Directed,8
720575940623242168,720575940625750415,Directed,28
720575940623242168,720575940625850938,Directed,32
720575940623242168,720575940625962152,Directed,30
720575940623242168,720575940626500233,Directed,13
720575940623242168,720575940626612254,Directed,32
720575940623242168,720575940627569658,Directed,58
720575940623242168,720575940627617866,Directed,25
720575940623242168,720575940628029378,Directed,6
720575940623242168,720575940628168458,Directed,7
720575940623242168,720575940629345527,Directed,9
720575940623242168,720575940630748876,Directed,16
720575940623242168,720575940630840493,Directed,5
720575940623242168,720575940631025219,Directed,24
720575940623242168,720575940631619384,Directed,5
720575940623242168,720575940631621145,Directed,6
720575940623242168,720575940633982303,Directed,42
720575940623242168,720575940634419051,Directed,30
720575940623242168,720575940635640974,Directed,7
720575940623242168,720575940636345707,Directed,5
720575940623242168,720575940637519165,Directed,12
720575940623242168,720575940638709632,Directed,5
720575940623242168,720575940639184361,Directed,6
720575940623242168,720575940639278399,Directed,10
720575940623242168,720575940640749939,Directed,5
720575940623242168,720575940641557133,Directed,13
720575940623242168,720575940642476448,Directed,42
720575940623242168,720575940645255476,Directed,5
720575940623242168,720575940653612790,Directed,14
720575940618523585,720575940604451505,Directed,10
720575940618523585,720575940605583136,Directed,7
720575940618523585,720575940608179268,Directed,10
720575940618523585,720575940613762207,Directed,9
