Id,Label,cell_class,name,nt_type,primary_type,side,super_class
720575940615326779,FB.273,CX,FB.273,ACH,FC2B,right,central
720575940633791571,FB.740,CX,FB.740,ACH,FC1A,left,central
720575940638542936,NO.191,CX,NO.191,unknown,PFNp,right,central
720575940614442090,FB.338,CX,FB.338,ACH,FC2B,right,central
720575940621782125,FB.87,CX,FB.87,GLUT,FB6E,left,central
720575940611263602,FB.832,CX,FB.832,ACH,FC1C,right,central
720575940619586676,FB.1051,CX,FB.1051,ACH,vDeltaA_a,left,central
720575940646521988,FB.1382,CX,FB.1382,ACH,vDeltaM,left,central
720575940623043732,FB.1227,CX,FB.1227,ACH,vDeltaL,right,central
720575940612869269,EB.7,CX,EB.7,GABA,ExR1,left,central
720575940632841367,FB.865,CX,FB.865,ACH,FC1D,right,central
720575940612852898,FB.927,CX,FB.927,ACH,FC3,left,central
720575940612377775,FB.1031,CX,FB.1031,SER,vDeltaC,right,central
720575940623256757,CRE.FB.7,CX,CRE.FB.7,GLUT,FB5V,right,central
720575940622781624,FB.1103,CX,FB.1103,ACH,vDeltaM,left,central
720575940604349630,FB.458,CX,FB.458,unknown,FB6R,right,central
720575940619160769,NO.50,CX,NO.50,ACH,PFNa,right,central
720575940606102729,EB.135,CX,EB.135,GABA,ER4d,right,central
720575940618177739,FB.757,CX,FB.757,unknown,FC2C,right,central
720575940615687380,FB.628,CX,FB.628,SER,hDeltaK,left,central
720575940620356822,FB.1007,CX,FB.1007,ACH,vDeltaD,left,central
720575940620700886,FB.808,CX,FB.808,ACH,vDeltaI_a,right,central
720575940636413176,EB.221,CX,EB.221,GABA,ER3d,left,central
720575940627877114,EB.179,CX,EB.179,GABA,ER3w,left,central
720575940617047297,SMP.FB.12,CX,SMP.FB.12,GLUT,FB6Z,left,central
720575940617178369,FB.1368,CX,FB.1368,ACH,vDeltaM,left,central
720575940626140420,SMP.FB.2,CX,SMP.FB.2,GLUT,FB6F,right,central
720575940621978904,FB.1079,CX,FB.1079,ACH,vDeltaK,right,central
720575940615785755,FB.1012,CX,FB.1012,SER,vDeltaA_b,left,central
720575940621372713,FB.1347,CX,FB.1347,GLUT,FB9B,left,central
720575940630596921,NO.252,CX,NO.252,DA,PFNp,right,central
720575940615654715,FB.1259,CX,FB.1259,ACH,vDeltaA_a,right,central
720575940616097093,FB.155,CX,FB.155,ACH,hDeltaM,left,central
720575940630089031,FB.445,CX,FB.445,unknown,FB5B,right,central
720575940626533714,FB.669,CX,FB.669,ACH,FC2C,left,central
720575940610919778,FB.154,CX,FB.154,GLUT,FB5D,left,central
720575940622683491,FB.508,CX,FB.508,ACH,hDeltaJ,left,central
720575940621782381,FB.235,CX,FB.235,DA,FB2A,left,central
720575940610477425,FB.1116,CX,FB.1116,unknown,FS2,left,central
720575940618308987,FB.22,CX,FB.22,GLUT,FB4X,right,central
720575940658531713,FB.546,CX,FB.546,ACH,vDeltaE,right,central
720575940619259271,FB.348,CX,FB.348,GLUT,FB7D,left,central
720575940623781268,FB.414,CX,FB.414,ACH,hDeltaC,right,central
720575940633120151,FB.1332,CX,FB.1332,GLUT,FB5W,left,central
720575940630252955,SMP.FB.42,CX,SMP.FB.42,GLUT,FB8A,right,central
720575940618374558,FB.553,CX,FB.553,GLUT,FB4Q_b,right,central
720575940637674915,FB.1044,CX,FB.1044,GLUT,SA1,right,central
720575940618407333,FB.591,CX,FB.591,ACH,FC3,left,central
720575940619111846,FB.606,CX,FB.606,GLUT,FB6,left,central
720575940614639035,FB.1053,CX,FB.1053,GLUT,FB8A,left,central
720575940624469444,AOTU.FB.1,unknown,AOTU.FB.1,unknown,AOTU046,right,central
720575940630007237,SMP.FB.21,CX,SMP.FB.21,GLUT,FB7L,right,central
720575940629597647,NO.90,CX,NO.90,ACH,PFNa,right,central
720575940639935963,NO.FB.13,CX,NO.FB.13,ACH,PFNa,right,central
720575940636069348,FB.71,CX,FB.71,ACH,hDeltaA,right,central
720575940625698279,FB.54,CX,FB.54,GLUT,FB6D,right,central
720575940643638807,FB.860,CX,FB.860,ACH,FC1D,left,central
720575940628860476,FB.344,CX,FB.344,ACH,FC2B,left,central
720575940625649214,FB.5,CX,FB.5,ACH,FB1G,right,central
720575940619226689,FB.889,CX,FB.889,ACH,vDeltaF,right,central
720575940619718209,FB.422,CX,FB.422,GLUT,FB2E,right,central
720575940609019512,NO.FB.58,CX,NO.FB.58,ACH,PFNp,left,central
720575940620095100,FB.1357,CX,FB.1357,unknown,vDeltaM,left,central
720575940627418750,NO.17,CX,NO.17,ACH,PFNa,left,central
720575940618014343,AOTU.FB.40,TuBu,AOTU.FB.40,ACH,TuBu04,left,central
720575940610051733,CRE.FB.4,CX,CRE.FB.4,GLUT,FB4O,right,central
720575940633054874,FB.1273,CX,FB.1273,ACH,vDeltaM,left,central
720575940613754527,PB.FB.1,CX,PB.FB.1,ACH,PFNd,left,central
720575940618292901,SMP.1590,CX,SMP.1590,GLUT,FB6S,right,central
720575940610363059,NO.111,CX,NO.111,ACH,PFNm,left,central
720575940617244347,FB.36,CX,FB.36,unknown,FB4Y,right,central
720575940618997440,NO.FB.44,CX,NO.FB.44,ACH,PFNd,right,central
720575940629008079,FB.1375,CX,FB.1375,SER,vDeltaL,right,central
720575940629909199,FB.121,CX,FB.121,GLUT,FB6V,right,central
720575940638494416,NO.69,CX,NO.69,ACH,PFNm,left,central
720575940632891106,FB.156,CX,FB.156,ACH,hDeltaB,right,central
720575940623044327,FB.743,CX,FB.743,ACH,FC1D,left,central
720575940612689645,FB.563,CX,FB.563,GLUT,FB1E,left,central
720575940621176564,FB.479,CX,FB.479,GLUT,FB5X,left,central
720575940651290358,SMP.2115,CX,SMP.2115,unknown,FB1F,right,central
720575940626894588,NO.45,CX,NO.45,ACH,PFNm,right,central
720575940621537023,NO.266,CX,NO.266,DA,PFNp,right,central
720575940628057862,FB.452,CX,FB.452,GLUT,FB4O,left,central
720575940635152153,EB.118,CX,EB.118,GABA,ER4d,right,central
720575940627730206,FB.488,CX,FB.488,DA,PFGs,right,central
720575940630892344,FB.622,CX,FB.622,ACH,hDeltaJ,left,central
720575940619489088,FB.587,CX,FB.587,SER,PFGs,left,central
720575940631449411,FB.9,CX,FB.9,GABA,FB4H,right,central
720575940623880013,FB.886,CX,FB.886,unknown,FC2C,right,central
720575940624895821,FB.918,CX,FB.918,ACH,vDeltaC,right,central
720575940638576462,FB.1122,CX,FB.1122,ACH,vDeltaM,left,central
720575940618424149,SLP.FB.7,CX,SLP.FB.7,GLUT,FB8F_b,left,central
720575940629712727,NO.FB.23,CX,NO.FB.23,ACH,PFNd,right,central
720575940605480806,FB.136,CX,FB.136,GLUT,FB6W,left,central
720575940626812777,FB.139,CX,FB.139,ACH,hDeltaB,right,central
720575940628909950,SMP.1375,CX,SMP.1375,GLUT,FB7F,left,central
720575940658155393,FB.492,CX,FB.492,unknown,FB6Q,left,central
720575940605890434,NO.FB.112,CX,NO.FB.112,ACH,PFNp,left,central
720575940615442315,FB.1392,CX,FB.1392,DA,vDeltaA_a,right,central
720575940635201422,NO.82,CX,NO.82,ACH,PFNm,right,central
720575940613132178,FB.197,CX,FB.197,GLUT,FB6B,right,central
720575940613214098,NO.FB.22,CX,NO.FB.22,ACH,PFNd,right,central
720575940622815123,FB.420,CX,FB.420,SER,PFGs,right,central
720575940626304936,FB.687,CX,FB.687,ACH,FC3,right,central
720575940605104049,FB.330,CX,FB.330,GLUT,FB2G,left,central
720575940624617397,NO.6,CX,NO.6,ACH,PFNa,left,central
720575940642492360,FB.1216,CX,FB.1216,ACH,vDeltaA_a,left,central
720575940617801675,FB.568,CX,FB.568,ACH,FC3,right,central
720575940618129355,FB.542,CX,FB.542,ACH,FC3,left,central
720575940641591248,FB.742,CX,FB.742,SER,hDeltaK,left,central
720575940607938517,FB.710,CX,FB.710,GLUT,FB1B,left,central
720575940636938212,FB.199,CX,FB.199,GLUT,FB2B,left,central
720575940627779560,CRE.FB.8,CX,CRE.FB.8,GLUT,FB5V,left,central
720575940608413705,FB.173,CX,FB.173,GLUT,FB4D,left,central
720575940621750285,NO.FB.120,CX,NO.FB.120,unknown,PFNp,right,central
720575940632825913,FB.77,CX,FB.77,unknown,FB4B,left,central
720575940625649726,FB.1099,CX,FB.1099,GLUT,FB1B,right,central
720575940617211968,FB.979,CX,FB.979,ACH,FC1D,right,central
720575940633792595,FB.313,CX,FB.313,GLUT,FB4D,left,central
720575940630941783,FB.373,CX,FB.373,GLUT,FB2H_b,left,central
720575940625453145,NO.92,CX,NO.92,ACH,PFNm,left,central
720575940631089256,FB.SMP.26,CX,FB.SMP.26,ACH,FS2,right,central
720575940630007916,FB.145,CX,FB.145,ACH,hDeltaB,right,central
720575940630335596,FB.701,CX,FB.701,SER,hDeltaK,left,central
720575940608839800,FB.664,CX,FB.664,ACH,FC2C,right,central
720575940635119758,FB.1145,CX,FB.1145,ACH,FS2,left,central
720575940619784374,AOTU.FB.12,TuBu,AOTU.FB.12,ACH,TuBu09,right,central
720575940620669110,FB.SMP.67,CX,FB.SMP.67,ACH,FS4A,right,central
720575940624634040,AOTU.FB.43,TuBu,AOTU.FB.43,ACH,TuBu09,right,central
720575940621586628,FB.937,CX,FB.937,ACH,vDeltaI_b,left,central
720575940645179592,EB.302,CX,EB.302,GABA,ER3d,right,central
720575940640002256,FB.536,CX,FB.536,DA,FB2A,right,central
720575940629483735,FB.385,CX,FB.385,DA,PFR,left,central
720575940604481760,FB.205,CX,FB.205,GLUT,FB4P_a,left,central
720575940604612832,FB.60,CX,FB.60,ACH,hDeltaG,right,central
720575940624126183,FB.1154,CX,FB.1154,unknown,FC2C,right,central
720575940622438634,FB.540,CX,FB.540,ACH,hDeltaJ,left,central
720575940623290603,FB.989,CX,FB.989,unknown,vDeltaC,left,central
720575940612772077,FB.212,CX,FB.212,GLUT,FB5D,right,central
720575940629139708,FB.1282,CX,FB.1282,SER,vDeltaA_b,left,central
720575940628320515,FB.764,CX,FB.764,ACH,vDeltaF,left,central
720575940626780422,AOTU.FB.26,TuBu,AOTU.FB.26,ACH,TuBu07,left,central
720575940622651656,FB.396,CX,FB.396,GLUT,FB8B,left,central
720575940607250697,NO.36,CX,NO.36,ACH,PFNa,right,central
720575940626485514,SMP.FB.16,CX,SMP.FB.16,GLUT,FB7A,right,central
720575940623536398,FB.277,CX,FB.277,GLUT,FB6K,left,central
720575940632088857,FB.1275,CX,FB.1275,GLUT,SA2,left,central
720575940624863516,FB.844,CX,FB.844,DA,PFR,left,central
720575940604498208,NO.205,CX,NO.205,unknown,PFNp,right,central
720575940623175969,FB.856,CX,FB.856,GLUT,FB2K,left,central
720575940622733607,FB.1251,CX,FB.1251,ACH,vDeltaL,right,central
720575940630057258,FB.269,CX,FB.269,GLUT,FB2M,right,central
720575940630941994,FB.148,CX,FB.148,ACH,hDeltaB,left,central
720575940630286639,SMP.1861,CX,SMP.1861,GLUT,FB6S,left,central
720575940615098683,NO.FB.109,CX,NO.FB.109,unknown,PFNp,left,central
720575940624306494,FB.549,CX,FB.549,GLUT,FB1E,right,central
720575940629827907,FB.762,CX,FB.762,ACH,vDeltaG,left,central
720575940611117380,FB.1395,CX,FB.1395,unknown,hDeltaK,right,central
720575940629860683,FB.801,CX,FB.801,ACH,FC3,left,central
720575940620423518,AOTU.BU.19,TuBu,AOTU.BU.19,ACH,TuBu07,left,central
720575940622569827,PB.78,CX,PB.78,unknown,PFNa,left,central
720575940610642289,FB.895,CX,FB.895,ACH,FC1A,right,central
720575940628763002,NO.FB.65,CX,NO.FB.65,ACH,PFNm,right,central
720575940620358012,FB.1367,CX,FB.1367,ACH,unknown,left,central
720575940616966557,NO.44,CX,NO.44,ACH,PFNv,right,central
720575940642476448,FB.125,CX,FB.125,GLUT,FB7B,left,central
720575940624290232,FB.17,CX,FB.17,unknown,FB6A,right,central
720575940625781180,FB.1268,CX,FB.1268,ACH,vDeltaL,left,central
720575940630696399,FB.429,CX,FB.429,GLUT,FB4F_a,left,central
720575940614230499,FB.117,CX,FB.117,ACH,hDeltaB,right,central
720575940624437735,FB.179,CX,FB.179,GLUT,FB7G,right,central
720575940636381673,SMP.FB.11,CX,SMP.FB.11,GLUT,FB6I,right,central
720575940622422507,FB.LAL.48,CX,FB.LAL.48,ACH,PFL1,left,central
720575940623815155,FB.655,CX,FB.655,ACH,FC2C,right,central
720575940629516793,NO.193,CX,NO.193,unknown,PFNp,right,central
720575940614017534,FB.108,CX,FB.108,ACH,hDeltaL,left,central
720575940626682384,FB.1026,CX,FB.1026,ACH,FC1C,right,central
720575940642984471,FB.1121,CX,FB.1121,ACH,vDeltaA_a,left,central
720575940616884765,NO.186,CX,NO.186,unknown,PFNp,right,central
720575940627943966,FB.327,CX,FB.327,SER,FC2A,right,central
720575940624175653,FB.1249,CX,FB.1249,ACH,vDeltaA_b,left,central
720575940622471721,FB.97,CX,FB.97,ACH,hDeltaH,right,central
720575940632646189,CRE.FB.20,CX,CRE.FB.20,GLUT,FB5V,left,central
720575940618195510,FB.1208,CX,FB.1208,GLUT,FB4D,left,central
720575940619489857,FB.642,CX,FB.642,ACH,FC2C,left,central
720575940622455369,NO.84,CX,NO.84,ACH,PFNm,left,central
720575940626534986,NO.105,CX,NO.105,ACH,PFNm,right,central
720575940635038309,FB.530,CX,FB.530,unknown,FB2I_a,left,central
720575940622406260,FB.266,CX,FB.266,ACH,FC2B,left,central
720575940617736827,FB.890,CX,FB.890,ACH,FC1D,right,central
720575940620014203,FB.MB_ML.2,CX,FB.MB_ML.2,unknown,PFR,left,central
720575940630434430,FB.1070,CX,FB.1070,ACH,FC1C,left,central
720575940641215104,FB.872,CX,FB.872,SER,hDeltaK,right,central
720575940625535621,FB.484,CX,FB.484,GLUT,FB7E,left,central
720575940625683077,FB.843,CX,FB.843,unknown,vDeltaC,left,central
720575940619866759,FB.211,CX,FB.211,GLUT,FB4P_a,left,central
720575940621193864,FB.472,CX,FB.472,ACH,FC2C,right,central
720575940626158223,FB.SMP.17,CX,FB.SMP.17,ACH,FS3,left,central
720575940616819345,FB.342,CX,FB.342,GLUT,FB4Z,left,central
720575940652733089,FB.1142,CX,FB.1142,unknown,vDeltaA_b,right,central
720575940617949861,FB.615,CX,FB.615,ACH,hDeltaJ,right,central
720575940625863336,FB.1346,CX,FB.1346,GLUT,FB9B,right,central
720575940612330154,FB.30,CX,FB.30,GLUT,FB2D,left,central
720575940620276400,FB.254,CX,FB.254,GLUT,FB4D,right,central
720575940622422711,FB.296,CX,FB.296,GLUT,CB4171,left,central
720575940624093884,FB.935,CX,FB.935,unknown,vDeltaB,left,central
720575940624077517,FB.184,CX,FB.184,GLUT,FB5AA,right,central
720575940613231313,FB.1113,CX,FB.1113,ACH,vDeltaM,right,central
720575940610151130,FB.1117,CX,FB.1117,ACH,vDeltaA_b,right,central
720575940611216099,EB.44,CX,EB.44,ACH,EPG,right,central
720575940621832942,FB.170,CX,FB.170,GLUT,FB5Y,left,central
720575940622897917,CRE.FB.17,CX,CRE.FB.17,GLUT,FB5V,right,central
720575940628812548,FB.1236,CX,FB.1236,GABA,FB4E,right,central
720575940620014356,FB.164,CX,FB.164,ACH,FC2A,right,central
720575940644492055,FB.332,CX,FB.332,GLUT,FB4Z,left,central
720575940631483167,FB.700,CX,FB.700,SER,hDeltaK,right,central
720575940603925280,FB.1213,CX,FB.1213,ACH,FS2,right,central
720575940628206391,FB.515,CX,FB.515,ACH,FC3,left,central
720575940629615417,SMP.FB.27,CX,SMP.FB.27,GLUT,FB5P,left,central
720575940609774434,FB.1233,CX,FB.1233,SER,hDeltaK,left,central
720575940626666345,FB.412,CX,FB.412,ACH,hDeltaI,left,central
720575940638888819,FB.585,CX,FB.585,GLUT,FB7C,right,central
720575940617425781,EB.262,CX,EB.262,GABA,ER3d,left,central
720575940628386686,FB.719,CX,FB.719,GLUT,FB4Z,left,central
720575940626355081,FB.901,CX,FB.901,unknown,FB4F_a,left,central
720575940624356234,EB.321,CX,EB.321,GABA,ER3d,left,central
720575940634809230,FB.1090,CX,FB.1090,unknown,vDeltaI_a,left,central
720575940624323475,EB.354,CX,EB.354,DA,ExR2_2,left,central
720575940620391337,NO.114,CX,NO.114,ACH,PFNm,left,central
720575940618867627,FB.612,CX,FB.612,ACH,vDeltaG,right,central
720575940604842924,EB.150,CX,EB.150,GABA,ER4d,right,central
720575940619293622,FB.691,CX,FB.691,ACH,hDeltaJ,left,central
720575940623242168,FB.115,CX,FB.115,ACH,hDeltaE,right,central
720575940618523585,FB.830,CX,FB.830,ACH,vDeltaI_a,left,central
720575940621587396,FB.516,CX,FB.516,ACH,FC3,right,central
720575940629550039,NO.80,CX,NO.80,ACH,PFNm,right,central
720575940614837222,FB.1261,CX,FB.1261,ACH,vDeltaK,left,central
720575940612821997,FB.424,CX,FB.424,GLUT,CB4171,left,central
720575940628567034,FB.639,CX,FB.639,unknown,vDeltaI_a,right,central
720575940624323592,CRE.FB.22,CX,CRE.FB.22,GLUT,FB6X,right,central
720575940625437706,FB.905,CX,FB.905,ACH,FC1C,left,central
720575940625863690,FB.739,CX,FB.739,GLUT,SA2,left,central
720575940614738956,FB.448,CX,FB.448,ACH,FC2B,left,central
720575940626469898,FB.436,CX,FB.436,GLUT,FB5R,right,central
720575940629681168,AOTU.FB.41,TuBu,AOTU.FB.41,ACH,TuBu09,right,central
720575940630844447,FB.1094,CX,FB.1094,SER,vDeltaA_b,right,central
720575940631303212,FB.671,CX,FB.671,ACH,vDeltaG,left,central
720575940633924653,FB.674,CX,FB.674,GLUT,FB1E,left,central
720575940610069550,FB.329,CX,FB.329,GLUT,FB8B,right,central
720575940617819185,NO.46,CX,NO.46,ACH,PFNa,right,central
720575940616410171,FB.56,CX,FB.56,ACH,hDeltaH,left,central
720575940624012350,FB.431,CX,FB.431,GLUT,FB2F_d,right,central
720575940618146901,NO.FB.124,CX,NO.FB.124,ACH,PFNp,right,central
720575940611363954,FB.1292,CX,FB.1292,ACH,vDeltaA_a,right,central
720575940611527794,NO.34,CX,NO.34,ACH,PFNv,right,central
720575940635530359,FB.214,CX,FB.214,ACH,FC2B,left,central
720575940628386942,FB.578,CX,FB.578,unknown,FB4Z,left,central
720575940638250112,FB.236,CX,FB.236,ACH,hDeltaC,right,central
720575940621800586,FB.1004,CX,FB.1004,ACH,vDeltaA_a,right,central
720575940612920466,EB.163,CX,EB.163,ACH,PEN_b/PEN2,right,central
720575940625142936,FB.162,CX,FB.162,GLUT,FB2B_b,right,central
720575940642051232,FB.1296,CX,FB.1296,SER,vDeltaA_b,right,central
720575940612248743,FB.982,CX,FB.982,SER,vDeltaC,right,central
720575940625962152,FB.46,CX,FB.46,ACH,hDeltaD,left,central
720575940620719273,FB.828,CX,FB.828,ACH,FC1D,left,central
720575940618704043,FB.552,CX,FB.552,DA,PFGs,left,central
720575940618867888,FB.1230,CX,FB.1230,ACH,vDeltaM,left,central
720575940637824189,SLP.FB.3,CX,SLP.FB.3,GLUT,FB1D,left,central
720575940618884299,FB.870,CX,FB.870,ACH,vDeltaE,left,central
720575940631614675,FB.557,CX,FB.557,ACH,vDeltaG,left,central
720575940631991507,FB.144,CX,FB.144,ACH,hDeltaB,left,central
720575940620932317,FB.SMP.55,CX,FB.SMP.55,ACH,FS3,left,central
720575940611396835,PB.20,CX,PB.20,ACH,PEG,right,central
720575940636923108,FB.95,CX,FB.95,ACH,hDeltaB,right,central
720575940618622191,FB.1137,CX,FB.1137,ACH,vDeltaA_a,left,central
720575940627109116,FB.319,CX,FB.319,GLUT,FB5F,right,central
720575940624700674,FB.884,CX,FB.884,ACH,vDeltaE,right,central
720575940642936100,FB.177,CX,FB.177,ACH,FC2A,right,central
720575940631958829,FB.280,CX,FB.280,GLUT,FB7G,left,central
720575940620571953,EB.6,CX,EB.6,ACH,ExR4,left,central
720575940612248883,NO.FB.126,CX,NO.FB.126,ACH,PFNp,left,central
720575940616983862,FB.443,CX,FB.443,GLUT,FB2I_a,right,central
720575940630025528,FB.316,CX,FB.316,DA,PFR,right,central
720575940630631736,FB.LAL.45,CX,FB.LAL.45,ACH,PFL1,left,central
720575940626371898,FB.842,CX,FB.842,SER,hDeltaK,left,central
720575940616377659,FB.261,CX,FB.261,GLUT,FB2B_b,right,central
720575940637791549,SMP.FB.35,CX,SMP.FB.35,GLUT,FB6T,right,central
720575940631024977,NO.104,CX,NO.104,ACH,PFNm,left,central
720575940626781522,NO.FB.9,CX,NO.FB.9,ACH,PFNa,left,central
720575940616967508,FB.447,CX,FB.447,ACH,FC2C,right,central
720575940615935325,AOTU.FB.35,TuBu,AOTU.FB.35,ACH,TuBu09,right,central
720575940623897955,FB.351,CX,FB.351,DA,PFR,right,central
720575940626666857,FB.1200,CX,FB.1200,unknown,vDeltaB,left,central
720575940633744747,FB.467,CX,FB.467,SER,hDeltaK,right,central
720575940642837870,AOTU.BU.53,TuBu,AOTU.BU.53,ACH,TuBu09,left,central
720575940612937073,EB.111,CX,EB.111,ACH,ExR7,left,central
720575940632614295,EB.35,CX,EB.35,ACH,EPG,left,central
720575940625175960,AOTU.FB.52,TuBu,AOTU.FB.52,ACH,TuBu09,left,central
720575940625880472,FB.547,CX,FB.547,DA,PFR,right,central
720575940633515420,FB.333,CX,FB.333,GLUT,FB2F_b,right,central
720575940620129694,FB.454,CX,FB.454,GLUT,FB4Z,right,central
720575940603844017,FB.1351,CX,FB.1351,ACH,vDeltaM,right,central
720575940623062453,FB.SMP.19,CX,FB.SMP.19,ACH,FS2,right,central
720575940622226870,FB.950,CX,FB.950,GLUT,FB3B,left,central
720575940631369149,NO.153,CX,NO.153,ACH,PFNp,right,central
720575940624307658,SMP.FB.8,CX,SMP.FB.8,GLUT,FB6C,left,central
720575940611904997,FB.456,CX,FB.456,GLUT,FB1D,right,central
720575940639184361,FB.421,CX,FB.421,GLUT,FB7G,left,central
720575940636513784,FB.1423,CX,FB.1423,unknown,FB2B,right,central
720575940627174928,FB.1198,CX,FB.1198,ACH,vDeltaA_a,right,central
720575940625176092,NO.106,CX,NO.106,ACH,PFNm,left,central
720575940642870820,FB.964,CX,FB.964,GLUT,SA1,right,central
720575940623488551,FB.SMP.15,CX,FB.SMP.15,ACH,FS2,left,central
720575940631729720,FB.401,CX,FB.401,GLUT,FB4F_a,left,central
720575940616885824,FB.LAL.44,CX,FB.LAL.44,ACH,PFL1,right,central
720575940619327041,FB.922,CX,FB.922,ACH,FC1C,right,central
720575940629468739,FB.317,CX,FB.317,ACH,hDeltaC,left,central
720575940608480836,FB.256,CX,FB.256,GLUT,CB4171,left,central
720575940631025219,FB.524,CX,FB.524,ACH,FC2C,right,central
720575940628174415,FB.178,CX,FB.178,GLUT,FB6B,right,central
720575940619818593,NO.FB.133,CX,NO.FB.133,ACH,PFNp,right,central
720575940632827496,FB.1158,CX,FB.1158,GLUT,FB9C,left,central
720575940633368171,NO.131,CX,NO.131,ACH,PFNm,left,central
720575940628764268,FB.883,CX,FB.883,ACH,vDeltaG,right,central
720575940620899964,NO.183,CX,NO.183,DA,PFNp,right,central
720575940661139073,FB.480,CX,FB.480,GLUT,FB5R,right,central
720575940608185986,FB.839,CX,FB.839,unknown,FB4Z,right,central
720575940625667721,SMP.FB.19,CX,SMP.FB.19,GLUT,FB6Z,right,central
720575940627306124,FB.1197,CX,FB.1197,ACH,vDeltaA_b,left,central
720575940620080798,FB.1157,CX,FB.1157,GLUT,FB9B,right,central
720575940614018722,FB.279,CX,FB.279,GLUT,FB6B,left,central
720575940613674663,NO.FB.56,CX,NO.FB.56,ACH,PFNd,right,central
720575940621768385,FB.188,CX,FB.188,DA,FB1C,right,central
720575940626814666,FB.487,CX,FB.487,GLUT,FB5R,right,central
720575940620932813,FB.768,CX,FB.768,unknown,hDeltaK,right,central
720575940620474072,AOTU.FB.29,TuBu,AOTU.FB.29,ACH,TuBu09,right,central
720575940638070505,FB.574,CX,FB.574,ACH,FC3,left,central
720575940617934576,FB.CRE.18,CX,FB.CRE.18,ACH,FC1C,left,central
720575940620130032,FB.21,CX,FB.21,GLUT,FB6A,left,central
720575940628141818,FB.933,CX,FB.933,ACH,FC1D,right,central
720575940629174012,FB.166,CX,FB.166,GLUT,FB6V,left,central
720575940611102469,NO.FB.45,CX,NO.FB.45,ACH,PFNm,left,central
720575940607285001,NO.FB.5,CX,NO.FB.5,ACH,PFNa,left,central
720575940618688276,FB.925,CX,FB.925,unknown,vDeltaC,left,central
720575940621276952,PB.FB.3,CX,PB.FB.3,ACH,PFNd,left,central
720575940617180955,FB.SMP.6,CX,FB.SMP.6,GLUT,FB8F_a,right,central
720575940644525859,AOTU.FB.44,TuBu,AOTU.FB.44,ACH,TuBu04,left,central
720575940643182372,AOTU.FB.23,TuBu,AOTU.FB.23,ACH,TuBu03,right,central
720575940644706083,FB.LAL.2,CX,FB.LAL.2,ACH,PFL3,right,central
720575940613052200,FB.44,CX,FB.44,GLUT,FB6H,left,central
720575940630058827,NO.122,CX,NO.122,ACH,PFNm,right,central
720575940624602957,FB.589,CX,FB.589,GLUT,FB7C,left,central
720575940627666793,FB.1279,CX,FB.1279,ACH,vDeltaL,left,central
720575940636841840,FB.227,CX,FB.227,GLUT,FB2H_a,right,central
720575940637906803,FB.682,CX,FB.682,ACH,vDeltaE,left,central
720575940638709632,FB.299,CX,FB.299,GLUT,FB7L,left,central
720575940625864581,FB.SMP.10,CX,FB.SMP.10,ACH,FS2,right,central
720575940626798480,FB.388,CX,FB.388,GLUT,FB5S,right,central
720575940610545561,FB.1380,CX,FB.1380,ACH,vDeltaA_a,left,central
720575940643346336,FB.1371,CX,FB.1371,GABA,FB4E,right,central
720575940626012072,FB.477,CX,FB.477,GLUT,FB7E,right,central
720575940634040244,FB.1147,CX,FB.1147,SER,vDeltaB,right,central
720575940624783287,EB.247,CX,EB.247,GABA,ER3d,right,central
720575940619376577,CRE.FB.1,CX,CRE.FB.1,GLUT,FB4O,right,central
720575940619196398,FB.793,CX,FB.793,ACH,FC2C,right,central
720575940630894583,FB.1256,CX,FB.1256,GLUT,FB9B,left,central
720575940622014471,FB.1366,CX,FB.1366,ACH,vDeltaM,left,central
720575940625848330,AOTU.FB.21,TuBu,AOTU.FB.21,ACH,TuBu04,right,central
720575940622030861,EB.329,CX,EB.329,GABA,ER3p_b,left,central
720575940644870167,FB.383,CX,FB.383,GLUT,FB2M,left,central
720575940625061918,FB.1399,CX,FB.1399,unknown,FS4A,right,central
720575940620228641,FB.1285,CX,FB.1285,unknown,vDeltaA_b,left,central
720575940614297640,EB.348,CX,EB.348,ACH,EPG,right,central
720575940618901553,FB.1305,CX,FB.1305,ACH,vDeltaL,right,central
720575940612249651,FB.1266,CX,FB.1266,ACH,vDeltaL,left,central
720575940630976568,FB.190,CX,FB.190,unknown,FC2A,left,central
720575940613429314,FB.943,CX,FB.943,GLUT,SA1,right,central
720575940628797512,FB.850,CX,FB.850,ACH,FC1A,right,central
720575940627617866,FB.1037,CX,FB.1037,unknown,FC2C,left,central
720575940624373837,EB.125,CX,EB.125,GABA,ER4d,right,central
720575940638070862,NO.170,CX,NO.170,DA,PFNp,right,central
720575940618295376,FB.169,CX,FB.169,GLUT,FB4P,right,central
720575940615673949,FB.1052,CX,FB.1052,unknown,PFGs,left,central
720575940610070626,SLP.FB.6,CX,SLP.FB.6,GLUT,SA3,right,central
720575940634843247,NO.FB.29,CX,NO.FB.29,ACH,PFNd,right,central
720575940612053106,FB.502,CX,FB.502,GLUT,FB6,left,central
720575940618606715,AOTU.BU.6,TuBu,AOTU.BU.6,ACH,TuBu07,right,central
720575940620032123,FB.11,CX,FB.11,ACH,FB5AB,right,central
720575940625455247,FB.2,CX,FB.2,GABA,FB5A,right,central
720575940623816848,FB.1226,CX,FB.1226,ACH,vDeltaK,left,central
